[00:00:08	]Lynx has gone afk.
[22:01:33	][IC] Mahmut Özgürtaş: Belki rasyon alabilirim.
[22:01:43	][IC] Mahmut Özgürtaş: Yada otomata su gelmiştir.
[22:02:01	]Wonder Of You has spawned a drink_banksoda_red.
[22:02:06	]Mahmut Özgürtaş ran 'take' on item 'Bank Soda Zhongguo' (#24608)
[22:02:06	]Mahmut Özgürtaş has gained a 'Bank Soda Zhongguo' #24608.
[22:02:08	][IC] Mahmut Özgürtaş: Su.
[22:02:10	]Mahmut Özgürtaş ran 'Consume' on item 'Bank Soda Zhongguo' (#24608)
[22:02:10	]Mahmut Özgürtaş has gained a 'Plastik Çöp' #24609.
[22:02:12	]Wonder Of You has spawned a drink_banksoda_c8.
[22:02:16	][Y] Mahmut Özgürtaş: TEŞEKKÜRLER.
[22:02:19	][IC] Mahmut Özgürtaş: Daha çok.
[22:02:22	]Mahmut Özgürtaş ran 'take' on item 'Bank Sodası C8' (#24610)
[22:02:22	]Mahmut Özgürtaş has gained a 'Bank Sodası C8' #24610.
[22:02:24	]Wonder Of You has spawned a drink_proc_lemonade.
[22:02:35	]Mahmut Özgürtaş ran 'take' on item 'Artificial Lemonade' (#24611)
[22:02:35	]Mahmut Özgürtaş has gained a 'Artificial Lemonade' #24611.
[22:02:45	]Wonder Of You has spawned a drink_tea.
[22:02:50	]Mahmut Özgürtaş ran 'take' on item 'Bir Bardak Çay' (#24612)
[22:02:50	]Mahmut Özgürtaş has gained a 'Bir Bardak Çay' #24612.
[22:02:58	]Wonder Of You ran SAM command 'goto' with arguments: 'elaz'
[22:03:01	]Wonder Of You exited observer at their location.
[22:03:16	]Wonder Of You entered observer.
[22:03:19	]Wonder Of You exited observer at their location.
[22:03:23	]Mahmut Özgürtaş ran 'Consume' on item 'Artificial Lemonade' (#24611)
[22:03:23	]Mahmut Özgürtaş has gained a 'Yeşil Şişe' #24613.
[22:03:27	][IC] Mahmut Özgürtaş: Oh.
[22:03:29	]Mahmut Özgürtaş ran 'drop' on item 'Plastik Çöp' (#24609)
[22:03:29	]Mahmut Özgürtaş has lost a 'Plastik Çöp' #24609.
[22:03:32	]Mahmut Özgürtaş ran 'take' on item 'Plastik Çöp' (#24609)
[22:03:32	]Mahmut Özgürtaş has gained a 'Plastik Çöp' #24609.
[22:03:39	][IC] Mahmut Özgürtaş: Mis gibi su.
[22:04:23	]Mahmut Özgürtaş has performed the 'Craft Parçala: Yeşil Şişe' action, gaining 20 experience in crafting.
[22:04:23	]Mahmut Özgürtaş has gained a 'Cam kırıkları' #24614.
[22:04:27	]Mahmut Özgürtaş ran 'drop' on item 'Kırık Alıcı' (#24550)
[22:04:27	]Mahmut Özgürtaş has lost a 'Kırık Alıcı' #24550.
[22:04:40	]Wonder Of You entered observer.
[22:04:41	]Mahmut Özgürtaş used the 'Kaçakçı' smuggler.
[22:04:43	]Mahmut Özgürtaş has gained 2 chips.
[22:04:43	]Mahmut Özgürtaş sold a 'comp_plastic' to the 'Kaçakçı' smuggler.
[22:04:45	]Mahmut Özgürtaş has gained 2 chips.
[22:04:45	]Mahmut Özgürtaş sold a 'comp_glass' to the 'Kaçakçı' smuggler.
[22:05:06	]Mahmut Özgürtaş ran 'EquipUn' on item 'Machete' (#14248)
[22:05:59	][IC] Mahmut Özgürtaş: Iyiki adam bana su vermiş.
[22:06:10	]Mahmut Özgürtaş ran 'Equip' on item 'Machete' (#14248)
[22:06:11	]Mahmut Özgürtaş ran 'EquipUn' on item 'Machete' (#14248)
[22:07:29	]Elazar Gül has gone afk.
[22:07:38	][IC] Mahmut Özgürtaş: Hastane varmış hiç fark etmemiştim.
[22:08:00	][IC] Mahmut Özgürtaş: Şehir biraz fazla boş.
[22:11:13	][IC] Mahmut Özgürtaş: Hmm 404 te gezerken öğrendiğim bişey varsa tüm havalandırma kapaklarının sonunda işe yarar bir yer var şuraya sonradan bakıcam.
[22:12:15	][IC] Mahmut Özgürtaş: Acaba nereye gidiyor.
[22:12:20	]Wonder Of You has gone afk.
[22:12:36	][IC] Mahmut Özgürtaş: Ha kanalizasyona.
[22:14:06	][IC] Mahmut Özgürtaş: Lan.
[22:15:52	][IC] Mahmut Özgürtaş: Hayır.
[22:16:02	]Mahmut Özgürtaş ran 'drop' on item 'Daire Anahtarı' (#24201)
[22:16:02	]Mahmut Özgürtaş has lost a 'Daire Anahtarı' #24201.
[22:16:05	]Mahmut Özgürtaş ran 'take' on item 'Daire Anahtarı' (#24201)
[22:16:05	]Mahmut Özgürtaş has gained a 'Daire Anahtarı' #24201.
[22:16:21	]Mahmut Özgürtaş ran 'Equip' on item 'Machete' (#14248)
[22:16:26	]Mahmut Özgürtaş destroyed a 'Plastik Levhalar' #24326.
[22:16:28	]Mahmut Özgürtaş destroyed a 'Eskimiş Oyuncak Bebek' #24288.
[22:17:59	][ME] Mahmut Özgürtaş: basket atamadığından sinirlenip palası ile etrafa vurur
[22:18:28	][IC] Mahmut Özgürtaş: Aaaaaaagh!
[22:18:41	][IC] Mahmut Özgürtaş: Sinir hastası olucam.
[22:19:00	]Elazar Gül exited observer at their location.
[22:19:01	]Elazar Gül entered observer.
[22:19:04	]Elazar Gül is no longer afk. Total time spent AFK: 990
[22:19:10	]Elazar Gül ran SAM command 'goto' with arguments: 'wond'
[22:19:15	]Mahmut Özgürtaş has gained level 5 in the Yakın Dövüş skill.
[22:19:25	]Wonder Of You is no longer afk. Total time spent AFK: 720
[22:19:36	]Elazar Gül ran SAM command 'hp' with arguments: '^' '100'
[22:19:39	]Elazar Gül is fully healed.
[22:19:47	]Mahmut Özgürtaş ran 'EquipUn' on item 'Machete' (#14248)
[22:19:49	]Wonder Of You ran SAM command 'asay' with arguments: 'enis 31 mi çekicen ne çekiceksen ne zaman çekicen'
[22:20:09	]Elazar Gül ran SAM command 'asay' with arguments: 'aga kurtarır mı sunucuyu emin değilim'
[22:20:37	]Wonder Of You ran SAM command 'asay' with arguments: 'aga kurtarması için sağlam bir temel lazımdı'
[22:20:49	]Wonder Of You ran SAM command 'asay' with arguments: 'sen ne yapmayı planliyorsun'
[22:20:55	]Elazar Gül ran SAM command 'asay' with arguments: 'bilmiyorum'
[22:21:00	]Wonder Of You ran SAM command 'asay' with arguments: 'yani fikirleri biz verebiliriz emir komuta zinciri sende'
[22:21:11	]Elazar Gül ran SAM command 'asay' with arguments: 'fikrimiz yok ki'
[22:21:17	]Mahmut Özgürtaş ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#22930)
[22:21:19	]Mahmut Özgürtaş ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#22930)
[22:21:30	][HOUSING] 41091 did not make an automatic payment, checking non-auto-payments before removing from housing ID: 19.
[22:21:40	]Wonder Of You ran SAM command 'asay' with arguments: 'cratlerle falan konuşmadın mı belki onların vardır'
[22:21:43	]Mahmut Özgürtaş ran 'Equip' on item 'Machete' (#14248)
[22:22:17	][IC] Mahmut Özgürtaş: Hayde bu kapı kapalı.
[22:22:47	]Elazar Gül ran SAM command 'asay' with arguments: 'onların da yok'
[22:22:48	][IC] Mahmut Özgürtaş: Dış dünyada biraz daha gezip 404te biryerde uyuyayım bari.
[22:23:28	][IC] Mahmut Özgürtaş: Belki o yardım sever adamlan karşılaşırımda adını öğrenirim.
[22:23:40	]Wonder Of You ran SAM command 'asay' with arguments: 'abi bence yani zırt pırt açılış yaptığımızdan oyuncu kaybediyoruz'
[22:23:46	][IC] Mahmut Özgürtaş: Hiç gitmediğim bir yoldan gidicem.
[22:23:54	]Elazar Gül ran SAM command 'asay' with arguments: 'gelsene dc'
[22:24:01	]Wonder Of You ran SAM command 'asay' with arguments: 'gelem'
[22:24:03	][IC] Mahmut Özgürtaş: Tam olarak buradan.
[22:24:21	][IC] Mahmut Özgürtaş: Yolu unutmayayımda.
[22:24:46	][IC] Mahmut Özgürtaş: Hayır.
[22:24:46	]Elazar Gül has fired a toolgun with the name: remover
[22:25:01	][IC] Mahmut Özgürtaş: Orayı biliyorum gerek yok.
[22:25:14	][IC] Mahmut Özgürtaş: Sahilde işim yok.
[22:25:23	][IC] Mahmut Özgürtaş: Ne.
[22:25:45	][IC] Mahmut Özgürtaş: Acaba.
[22:25:48	][IC] Mahmut Özgürtaş: Yok.
[22:26:18	][IC] Mahmut Özgürtaş: Palayı etrafa savurmayı nedense seviyorum.
[22:26:52	]Elazar Gül has spawned a 'Entity [4770][pfx9_00]'.
[22:27:05	][IC] Mahmut Özgürtaş: Ne.
[22:27:12	][IC] Mahmut Özgürtaş: O ne.
[22:27:26	][IC] Mahmut Özgürtaş: Parlıdayan bişeyi takip etmek ne kadar mantıklı.
[22:27:52	][IC] Mahmut Özgürtaş: Yine nereye geldim.
[22:28:05	][IC] Mahmut Özgürtaş: Kaybettim parlayan şeyi.
[22:28:16	]Elazar Gül has spawned 'models/props_junk/wood_crate001a.mdl'.
[22:28:18	]Elazar Gül has fired a toolgun with the name: remover
[22:28:19	]Elazar Gül has spawned 'models/props_junk/wood_crate001a.mdl'.
[22:28:26	]Elazar Gül has spawned 'models/props_junk/wood_crate001a.mdl'.
[22:29:26	][IC] Mahmut Özgürtaş: Yavaştan gidip 404te kamp yeri seçiyimde uyuyayım.
[22:30:21	]Elazar Gül exited observer at their location.
[22:30:21	]Elazar Gül entered observer.
[22:30:23	]Elazar Gül exited observer at their location.
[22:30:28	]Mahmut Özgürtaş destroyed a 'Kırık Alıcı' #24550.
[22:30:29	]Elazar Gül entered observer.
[22:31:08	][IC] Mahmut Özgürtaş: Kamp yeri olarak şu karşımdaki yeri seçiyorum.
[22:32:31	][IC] Mahmut Özgürtaş: Evet tam kamp yapmalık yer.
[22:32:44	][ME] Mahmut Özgürtaş: gerilir ve yara oturur
[22:32:46	]Mahmut Özgürtaş used command '/ActSit'.
[22:32:49	]Mahmut Özgürtaş used command '/ActSit'.
[22:32:56	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:04	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:08	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:15	]Mahmut Özgürtaş used command '/ActSitWall'.
[22:33:17	]Mahmut Özgürtaş used command '/ActSitWall'.
[22:33:20	]Mahmut Özgürtaş used command '/ActSitWall'.
[22:33:23	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:24	]Mahmut Özgürtaş used command '/ExitAct'.
[22:33:27	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:28	]Mahmut Özgürtaş used command '/ExitAct'.
[22:33:31	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:34	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:38	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:39	]Mahmut Özgürtaş used command '/ExitAct'.
[22:33:41	]Mahmut Özgürtaş used command '/ActSitLean'.
[22:33:43	]Mahmut Özgürtaş used command '/ExitAct'.
[22:33:46	]Mahmut Özgürtaş used command '/ActSit'.
[22:33:47	]Mahmut Özgürtaş used command '/ExitAct'.
[22:33:49	]Mahmut Özgürtaş used command '/ActSit'.
[22:33:51	]Mahmut Özgürtaş used command '/ActSit'.
[22:33:53	]Mahmut Özgürtaş used command '/ActSit'.
[22:33:56	]Mahmut Özgürtaş ran 'EquipUn' on item 'Machete' (#14248)
[22:34:08	]deathguard (STEAM_0:1:229653665) has disconnected.
[22:34:13	]Elazar Gül exited observer at their location.
[22:34:15	]Elazar Gül has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:34:28	]Elazar Gül ran 'take' on item 'Rasyon' (#24615)
[22:34:28	]Elazar Gül has gained a 'Rasyon' #24615.
[22:34:29	]Elazar Gül entered observer.
[22:37:02	]Wonder Of You exited observer at their location.
[22:37:07	]Wonder Of You entered observer.
[22:37:07	]Wonder Of You exited observer at their location.
[22:37:08	]Wonder Of You entered observer.
[22:37:35	]Wonder Of You exited observer at their location.
[22:38:08	]Wonder Of You entered observer.
[22:38:54	]Wonder Of You exited observer at their location.
[22:39:23	]Wonder Of You entered observer.
[22:40:16	]Wonder Of You exited observer at their location.
[22:41:46	]Wonder Of You entered observer.
[22:42:01	]Wonder Of You exited observer at their location.
[22:42:02	]Wonder Of You entered observer.
[22:42:04	]Wonder Of You exited observer at their location.
[22:42:05	]Wonder Of You entered observer.
[22:44:42	]Wonder Of You exited observer at their location.
[22:44:51	]Wonder Of You entered observer.
[22:45:08	]Wonder Of You exited observer at their location.
[22:45:09	]Wonder Of You entered observer.
[22:46:40	]Hoo Lee Fuk banditcamp.com has connected.
[22:47:10	]Wonder Of You exited observer at their location.
[22:47:24	]Hoo Lee Fuk banditcamp.com loaded the character 'John Brookly'
[22:47:42	]John Brookly entered observer.
[22:47:43	]John Brookly exited observer at their location.
[22:47:44	]John Brookly entered observer.
[22:47:57	]Wonder Of You entered observer.
[22:48:08	]Wonder Of You exited observer at their location.
[22:48:21	]John Brookly exited observer at their location.
[22:48:24	]John Brookly used command '/ToggleRaise'.
[22:48:29	]John Brookly entered observer.
[22:48:43	]Wonder Of You entered observer.
[22:49:03	]Elazar Gül exited observer at their location.
[22:49:53	]Elazar Gül used command '/CharSetHunger elazar 0'.
[22:49:58	]Wonder Of You exited observer at their location.
[22:50:00	]Elazar Gül used command '/CharSetThirst elazar 0'.
[22:50:03	][IC] Wonder Of You: Dm bak.
[22:50:10	]John Brookly exited observer at their location.
[22:50:10	][IC] Wonder Of You: Dm bak.
[22:50:24	]John Brookly used command '/ToggleRaise'.
[22:50:39	]John Brookly used command '/ToggleRaise'.
[22:50:54	]John Brookly used command '/ToggleRaise'.
[22:51:04	]John Brookly used command '/ToggleRaise'.
[22:51:13	]John Brookly used command '/ToggleRaise'.
[22:51:24	]John Brookly is admin-searching Elazar Gül's inventory.
[22:51:24	]John Brookly has used a context menu option with the name: ixviewinventory
[22:51:26	]John Brookly has closed Elazar Gül's inventory.
[22:51:43	]Elazar Gül has used a context menu option with the name: remove
[22:51:44	]Elazar Gül entered observer.
[22:51:44	]John Brookly entered observer.
[22:51:45	]John Brookly exited observer at their location.
[22:51:45	]John Brookly entered observer.
[22:52:04	]Wonder Of You entered observer.
[22:52:08	]John Brookly used command '/ToggleRaise'.
[22:52:09	]Wonder Of You exited observer at their location.
[22:52:20	]John Brookly used command '/ToggleRaise'.
[22:52:29	]John Brookly used command '/ToggleRaise'.
[22:52:32	]John Brookly exited observer at their location.
[22:52:33	]John Brookly entered observer.
[22:52:42	]John Brookly exited observer at their location.
[22:52:43	]John Brookly used command '/ToggleRaise'.
[22:52:43	]John Brookly entered observer.
[22:52:45	]John Brookly exited observer at their location.
[22:52:49	]John Brookly entered observer.
[22:52:55	]John Brookly exited observer at their location.
[22:53:04	]Wonder Of You has taken 25 damage from John Brookly.
[22:53:06	]Wonder Of You has taken 50 damage from John Brookly.
[22:53:09	]Wonder Of You has taken 50 damage from John Brookly.
[22:53:13	]John Brookly entered observer.
[22:53:14	]John Brookly exited observer at their location.
[22:53:14	]John Brookly entered observer.
[22:53:15	]John Brookly exited observer at their location.
[22:53:20	]John Brookly entered observer.
[22:53:36	][IC] John Brookly: 1.
[22:53:39	]John Brookly ran SAM command 'hp' with arguments: 'brookly' '100'
[22:53:44	]John Brookly is fully healed.
[22:55:21	]Wonder Of You entered observer.
[22:56:09	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:11	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:13	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:15	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:17	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:19	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:21	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:23	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:25	]Wonder Of You has taken 10 damage from worldspawn.
[22:56:27	]Wonder Of You was knocked unconscious and is bleeding out.
[22:56:29	]Wonder Of You was killed while bleeding out.
[22:56:29	]worldspawn has killed Wonder Of You.
[22:57:04	]Wonder Of You entered observer.
[22:57:26	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:29	]Wonder Of You exited observer at their location.
[22:57:32	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:33	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:33	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:34	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:34	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:34	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:34	]John Brookly has taken 2 damage from Wonder Of You.
[22:57:35	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:36	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:36	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:37	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:37	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:37	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:37	]John Brookly has taken 9 damage from Wonder Of You.
[22:57:38	]John Brookly was knocked unconscious and is bleeding out.
[22:57:38	]John Brookly has gained a '20rnd FiveSeven-şarjörü' #20261.
[22:57:49	]Wonder Of You has given himself a disinfected_bandage.
[22:57:49	]Wonder Of You has gained a 'Dezenfekte Bandaj Rulosu' #24616.
[22:57:55	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24616)
[22:57:55	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:57:55	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:57:55	]John Brookly's bleeding was stopped by Wonder Of You.
[22:57:55	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:57:58	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24616)
[22:57:58	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[22:57:58	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:57:58	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:58:00	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24616)
[22:58:00	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:58:00	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:58:00	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:58:02	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24616)
[22:58:02	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[22:58:02	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:58:02	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:58:13	]Wonder Of You entered observer.
[22:58:16	]Wonder Of You exited observer at their location.
[22:58:44	]Wonder Of You entered observer.
[22:58:46	]John Brookly was knocked unconscious and is bleeding out.
[22:58:55	]Wonder Of You has given himself a disinfected_bandage.
[22:58:55	]Wonder Of You has gained a 'Dezenfekte Bandaj Rulosu' #24617.
[22:58:58	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24617)
[22:58:58	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:58:58	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:58:58	]John Brookly's bleeding was stopped by Wonder Of You.
[22:58:58	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:59:00	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24617)
[22:59:00	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:59:00	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:59:00	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:59:03	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24617)
[22:59:03	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[22:59:03	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:59:03	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:59:05	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24617)
[22:59:05	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 7 experience in medicine.
[22:59:05	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[22:59:05	]John Brookly was bandaged by Wonder Of You for 15 HP.
[22:59:52	]John Brookly was knocked unconscious and is bleeding out.
[22:59:59	]Wonder Of You exited observer at their location.
[23:00:01	]Wonder Of You has given himself a disinfected_bandage.
[23:00:01	]Wonder Of You has gained a 'Dezenfekte Bandaj Rulosu' #24618.
[23:00:06	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24618)
[23:00:06	]Wonder Of You has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 3 experience in medicine.
[23:00:06	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[23:00:06	]John Brookly's bleeding was stopped by Wonder Of You.
[23:00:06	]John Brookly was bandaged by Wonder Of You for 15 HP.
[23:00:09	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24618)
[23:00:09	]John Brookly was disinfected by Wonder Of You for 42 seconds.
[23:00:09	]John Brookly was bandaged by Wonder Of You for 15 HP.
[23:00:16	]Wonder Of You ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#24618)
