[00:00:26	]C17:RL.KING-2 has gone afk.
[20:26:31	]Maya Morgan has transferred a 'Kumaş' #31290 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:31	]Maya Morgan has transferred a 'El Feneri' #31327 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:31	]Maya Morgan has transferred a 'Cam kırıkları' #30439 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:32	]Maya Morgan has transferred a 'Plastik Levhalar' #31341 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:32	]Maya Morgan has transferred a 'Elektronik devreler' #32790 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:32	]Maya Morgan has transferred a 'Çivi Kutusu' #32793 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:33	]Maya Morgan closed the 'Maya'nın Dolabı' #2192 container.
[20:26:35	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:26:35	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:26:37	][IC] S17/OWS.GHOST-76: <:: Dasak. ::>
[20:26:37	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:26:37	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:26:42	][IC] S17/OWS.GHOST-76: <:: Sakda. ::>
[20:26:44	]Maya Morgan opened the 'Maya'nın Dolabı' #2192 container.
[20:26:45	]C24:i5.UNION-25 used command '/Reply trolled'.
[20:26:45	]Maya Morgan has transferred a 'Vida Kutusu' #32722 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:46	]Maya Morgan has transferred a 'Bez Paçavralar' #30413 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:46	]Maya Morgan has transferred a 'Plastik Levhalar' #30414 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:46	][IC] S17/OWS.GHOST-76: <:: Sadak kadas. ::>
[20:26:47	]Maya Morgan has transferred a 'Cam kırıkları' #30290 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:47	]Maya Morgan has transferred a 'Çivi Kutusu' #30549 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:47	]Maya Morgan has transferred a 'Vida Kutusu' #31289 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:47	]Maya Morgan has transferred a 'Ahşap Tahta' #30293 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:48	]Maya Morgan has transferred a 'Yapıştırıcı' #31299 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:48	]Maya Morgan has transferred a 'Elektronik devreler' #31322 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:48	]Maya Morgan has transferred a 'Plastik Çöp' #30015 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:53	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:26:53	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:26:55	][ME] S17/OWS.GHOST-76: osurup kaçar
[20:26:55	]Mustafa Sandık entered observer.
[20:26:56	]Maya Morgan closed the 'Maya'nın Dolabı' #2192 container.
[20:26:58	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:26:58	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:27:01	]S17/OWS.GHOST-76 has spawned a 'Entity [2607][pfx8_03_alt]'.
[20:27:02	]Maya Morgan admin-searched the 'Igorun 2. Dolabı' #2190 container.
[20:27:02	]Maya Morgan has used a context menu option with the name: wncontainer_view
[20:27:02	]S17/OWS.GHOST-76 entered observer.
[20:27:04	]Maya Morgan admin-closed the 'Igorun 2. Dolabı' #2190 container.
[20:27:05	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:27:05	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:27:08	]Maya Morgan admin-searched the 'Igor Makarov'un Dolabı' #2189 container.
[20:27:08	]Maya Morgan has used a context menu option with the name: wncontainer_view
[20:27:11	]Mustafa Sandık admin-searched the 'Igorun 2. Dolabı' #2190 container.
[20:27:11	]Mustafa Sandık has used a context menu option with the name: wncontainer_view
[20:27:11	]Maya Morgan admin-closed the 'Igor Makarov'un Dolabı' #2189 container.
[20:27:13	]Mustafa Sandık admin-closed the 'Igorun 2. Dolabı' #2190 container.
[20:27:15	]Mustafa Sandık admin-searched the 'Igor Makarov'un Dolabı' #2189 container.
[20:27:15	]Mustafa Sandık has used a context menu option with the name: wncontainer_view
[20:27:22	]Maya Morgan opened the 'Maya'nın Dolabı' #2192 container.
[20:27:23	]Mustafa Sandık admin-closed the 'Igor Makarov'un Dolabı' #2189 container.
[20:27:24	]Maya Morgan closed the 'Maya'nın Dolabı' #2192 container.
[20:27:27	]Maya Morgan opened the 'Maya'nın Dolabı' #2192 container.
[20:27:29	]S17/OWS.GHOST-76 exited observer at their location.
[20:27:29	]Maya Morgan has transferred a 'Araç Kiti' #32778 to a container with the name 'Maya'nın Dolabı' #2192.
[20:27:29	]Maya Morgan has transferred a 'Tıbbi Direnişçi Üniforması' #30543 to a container with the name 'Maya'nın Dolabı' #2192.
[20:27:30	]Maya Morgan closed the 'Maya'nın Dolabı' #2192 container.
[20:27:38	]Joe Rock entered observer.
[20:27:41	]Joe Rock exited observer at their location.
[20:27:50	]Mustafa Sandık exited observer at their location.
[20:27:54	]Maya Morgan used command '/StaticCharActionRemove'.
[20:27:55	]Joe Rock entered observer.
[20:27:57	][IC] Nicholas Newman: Ne?
[20:27:58	]Maya Morgan entered observer.
[20:28:03	][Y] Nicholas Newman: DUR.
[20:28:12	]Joe Rock exited observer at their location.
[20:28:16	]Maya Morgan has used a context menu option with the name: remove
[20:28:16	]Nicholas Newman ran 'Equip' on item 'Mutfak Bıçağı' (#22234)
[20:28:25	]Maya Morgan exited observer at their location.
[20:28:25	]Mustafa Sandık opened the 'Personal Stash 1484' stash.
[20:28:28	]Mustafa Sandık closed the 'Personal Stash 1484' stash.
[20:28:36	]Joe Rock used the 'Kaçakçı' smuggler.
[20:28:39	][IC] Nicholas Newman: Dur.
[20:28:41	]Joe Rock entered observer.
[20:28:46	]Joe Rock exited observer at their location.
[20:28:46	]Maya Morgan has gained level 14 in the Hız skill.
[20:28:46	]Joe Rock entered observer.
[20:28:47	]Joe Rock exited observer at their location.
[20:28:55	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:28:55	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:28:58	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:28:58	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:29:00	][IC] Nicholas Newman: Dur.
[20:29:06	][IC] Nicholas Newman: Burayı nasıl buldun.
[20:29:09	]Maya Morgan ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:29:10	]Joe Rock ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:29:13	]Joe Rock ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:29:15	][IC] Nicholas Newman: Hey.
[20:29:16	]Wonder Of You created the character 'C24-FIELD-DEDECTIVE-21'
[20:29:16	]C24-FIELD-DEDECTIVE-21 has gained a '#11152 Kimlik Kartı' #33328.
[20:29:16	]C24-FIELD-DEDECTIVE-21 has gained a 'Combine PDA' #33329.
[20:29:16	]C24-FIELD-DEDECTIVE-21 has gained a 'Siyah Tulum' #33330.
[20:29:16	]C24-FIELD-DEDECTIVE-21 has gained a 'Mavi tulum pantolonu' #33331.
[20:29:16	]C24-FIELD-DEDECTIVE-21 has gained a 'Kahverengi Deri Çizme' #33332.
[20:29:18	]Wonder Of You loaded the character 'C24-FIELD-DEDECTIVE-21'
[20:29:19	][IC] Nicholas Newman: Hm.
[20:29:21	][IC] Nicholas Newman: Iyimiş.
[20:29:24	][IC] Nicholas Newman: Bekle.
[20:29:24	]Maya Morgan ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:29:29	][IC] Maya Morgan: Bu notu.
[20:29:32	][IC] Maya Morgan: Siz mi yazdınız?
[20:29:36	]Mustafa Sandık ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:29:38	]C24-FIELD-DEDECTIVE-21 has given himself a uniform_cp_com.
[20:29:38	]Maya Morgan ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:29:38	]C24-FIELD-DEDECTIVE-21 has gained a 'SK Komuta Üniforması' #33333.
[20:29:44	]Nicholas Newman ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#23116)
[20:29:44	]Nicholas Newman has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[20:29:44	]Nicholas Newman was disinfected by Nicholas Newman for 117 seconds.
[20:29:44	]Nicholas Newman was bandaged by Nicholas Newman for 18 HP.
[20:29:49	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:29:57	][IC] Nicholas Newman: Oh.
[20:30:03	]Maya Morgan ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:30:06	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:30:08	][IC] Nicholas Newman: Bir gruba üye misiniz?
[20:30:10	]Nicholas Newman ran 'EquipUn' on item 'Mutfak Bıçağı' (#22234)
[20:30:10	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:30:13	][IC] Maya Morgan: Hayır.
[20:30:15	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:30:16	][IC] Maya Morgan: Sen kimsin?
[20:30:21	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:30:21	][IC] Maya Morgan: Ve bu notu yazanı tanıyor musun?
[20:30:25	][ME] Nicholas Newman: maskesini takar
[20:30:29	][IC] Nicholas Newman: Oh.
[20:30:32	][IC] Nicholas Newman: Bir silah gayet iyi.
[20:30:36	][IC] Nicholas Newman: Hangi notu.
[20:30:39	][IC] Maya Morgan: Şu.
[20:30:45	][ME] Nicholas Newman: kıyafetini giyer
[20:30:47	]Nicholas Newman ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:30:51	]Maya Morgan ran 'Write' on item 'Günleri Aklımda Tutamıyorum' (#28291)
[20:31:13	][IC] Nicholas Newman: Bilmiyorum.
[20:31:19	]Mustafa Sandık has used a context menu option with the name: rb655_door_close
[20:31:21	]Mustafa Sandık has used a context menu option with the name: door_lockunlock
[20:31:23	]Mustafa Sandık has used a context menu option with the name: door_lockunlock
[20:31:24	]Mustafa Sandık has used a context menu option with the name: rb655_door_open
[20:31:28	]Mustafa Sandık has used a context menu option with the name: rb655_door_close
[20:31:30	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:31:37	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:31:40	][IC] Nicholas Newman: Belki bir gruba katılmak istersiniz ha?
[20:31:41	]Mustafa Sandık opened the 'Personal Stash 1484' stash.
[20:31:44	]Mustafa Sandık closed the 'Personal Stash 1484' stash.
[20:31:58	]Mustafa Sandık entered observer.
[20:32:04	]Joe Rock is fully healed.
[20:32:06	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:32:12	][LOOC] Nicholas Newman: event karakterler değil değil mi?
[20:32:21	][LOOC] Joe Rock: değil
[20:32:24	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:32:41	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:32:50	][IC] Nicholas Newman: Bir gruba katılmak ister misiniz?
[20:32:57	][IC] Nicholas Newman: Güvende kalabileceğiniz bir grup.
[20:32:59	]Joe Rock ran 'take' on item 'Bilgisayar Parçaları' (#33334)
[20:32:59	]Joe Rock has gained a 'Bilgisayar Parçaları' #33334.
[20:33:01	]Joe Rock ran 'take' on item 'Demir' (#33336)
[20:33:01	]Joe Rock has gained a 'Demir' #33336.
[20:33:01	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:33:04	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:33:07	][IC] Maya Morgan: Sizi tam olarak tanımıyorum, amacınızı da bilmiyorum.
[20:33:11	][IC] Maya Morgan: Kim ateş ediyor?
[20:33:11	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:33:12	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:33:12	]Nicholas Newman is fully healed.
[20:33:13	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:33:17	]C24-FIELD-DEDECTIVE-21 ran SAM command 'asay' with arguments: 'lynx aopghjsğdfpohgjksfodp'
[20:33:18	][LOOC] Mustafa Sandık: yakisikli guvenlık
[20:33:23	]Joe Rock ran 'take' on item '20rnd FiveSeven-şarjörü' (#33213)
[20:33:23	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:33:23	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:33:27	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:33:29	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:33:38	]Mustafa Sandık exited observer at their location.
[20:33:39	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:33:41	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:33:48	]Mustafa Sandık entered observer.
[20:33:50	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:33:52	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:33:52	][IC] Joe Rock: Woah, Déjà vu.
[20:33:53	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:33:58	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:34:08	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:34:10	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:34:13	]Joe Rock entered observer.
[20:34:17	]C24-FIELD-DEDECTIVE-21 has hit Maya Morgan in the right arm dealing 0 damage (CritChance was 0.53).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has hit Maya Morgan in the right arm dealing 0 damage (CritChance was 0.53).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has hit Maya Morgan in the right arm dealing 0 damage (CritChance was 0.53).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has hit Maya Morgan in the right arm dealing 4 damage (CritChance was 0.53).
[20:34:17	]Maya Morgan has taken 4 damage from C24-FIELD-DEDECTIVE-21.
[20:34:17	]C24-FIELD-DEDECTIVE-21 has critically hit Maya Morgan in the head dealing 0 damage (CritChance was 0.58).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has hit Maya Morgan in the head dealing 0 damage (CritChance was 0.58).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has critically hit Maya Morgan in the head dealing 0 damage (CritChance was 0.58).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has critically hit Maya Morgan in the head dealing 17 damage (CritChance was 0.58).
[20:34:17	]Maya Morgan has taken 17 damage from C24-FIELD-DEDECTIVE-21.
[20:34:17	]C24-FIELD-DEDECTIVE-21 has critically hit Maya Morgan in the left arm dealing 0 damage (CritChance was 0.55).
[20:34:17	]C24-FIELD-DEDECTIVE-21 has hit Maya Morgan in the left arm dealing 4 damage (CritChance was 0.55).
[20:34:17	]Maya Morgan has taken 4 damage from C24-FIELD-DEDECTIVE-21.
[20:34:24	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:34:26	][IC] Nicholas Newman: These Combine bastards just don't give up!
[20:34:35	]Maya Morgan entered observer.
[20:34:35	]Joe Rock exited observer at their location.
[20:34:36	]Maya Morgan exited observer at their location.
[20:34:40	]Sinyor Gordon (STEAM_0:1:525389834) has disconnected.
[20:34:43	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:34:46	]Maya Morgan ran SAM command 'hp' with arguments: '^' '100'
[20:34:48	][IC] Maya Morgan: Efendim.
[20:34:49	]Maya Morgan is fully healed.
[20:34:50	][IC] Maya Morgan: Maskeniz?
[20:34:57	]Mustafa Sandık exited observer at their location.
[20:35:08	]C24-FIELD-DEDECTIVE-21 has dropped: Siyah Tulum (#33330); Mavi tulum pantolonu (#33331); Kahverengi Deri Çizme (#33332); SK Komuta Üniforması (#33333);
[20:35:08	]Maya Morgan ran SAM command 'slay' with arguments: 'STEAM_0:0:210448252'
[20:35:11	]Mustafa Sandık opened the 'Dropped Items' #4037 container.
[20:35:13	]Mustafa Sandık has gained a 'Hasarlı SK Üniforması' #33337 from a container with the name 'Dropped Items' #4037.
[20:35:14	]Mustafa Sandık has gained a 'Siyah Tulum' #33330 from a container with the name 'Dropped Items' #4037.
[20:35:14	]Mustafa Sandık has gained a 'Mavi tulum pantolonu' #33331 from a container with the name 'Dropped Items' #4037.
[20:35:15	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:35:15	]Mustafa Sandık has gained a 'Kahverengi Deri Çizme' #33332 from a container with the name 'Dropped Items' #4037.
[20:35:16	]Mustafa Sandık closed the 'Dropped Items' #4037 container.
[20:35:21	]Maya Morgan entered observer.
[20:35:25	]C24:i5.UNION-25 used command '/Radio Huh?'.
[20:35:25	]Maya Morgan has used a context menu option with the name: remove
[20:35:28	]Maya Morgan exited observer at their location.
[20:35:33	]Mustafa Sandık entered observer.
[20:35:35	]Mustafa Sandık exited observer at their location.
[20:35:36	]Mustafa Sandık entered observer.
[20:35:38	]Mustafa Sandık exited observer at their location.
[20:35:53	]C24-FIELD-DEDECTIVE-21 is admin-searching Mustafa Sandık's inventory.
[20:35:53	]C24-FIELD-DEDECTIVE-21 has used a context menu option with the name: ixviewinventory
[20:36:00	]Maya Morgan entered observer.
[20:36:04	]C24-FIELD-DEDECTIVE-21 has closed Mustafa Sandık's inventory.
[20:36:04	]Maya Morgan exited observer at their location.
[20:36:16	]Nicholas Newman used command '/phonewhisper'.
[20:36:19	][IC] C24:i5.UNION-25: <:: Hmph. ::>
[20:36:21	][IC] Maya Morgan: Bir şey diyecek gibi yaklaştınız efendim.
[20:36:22	]Nicholas Newman used command '/phonewhisper a'.
[20:36:24	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:36:32	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:36:33	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:36:34	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:36:34	][IC] C24:i5.UNION-25: <:: Kimliğini doğrula. ::>
[20:36:35	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:36:37	][IC] Maya Morgan: Tabii.
[20:36:41	]Maya Morgan used command '/ID'.
[20:36:43	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:36:49	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:36:52	][IC] C24:i5.UNION-25: <:: Maske taktığını gördüm, nedenini öğrenebilirmiyim? ::>
[20:37:03	][IC] Maya Morgan: Doktor çıkışında verdiler efendim, salgın olabileceğini söylediler.
[20:37:05	][IC] Maya Morgan: Emin değilim.
[20:37:06	]Mustafa Sandık entered observer.
[20:37:08	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:37:18	][IC] Maya Morgan: Tıbbi bir maske zaten, şöyle vereyim.
[20:37:21	]Maya Morgan ran 'drop' on item 'Ameliyat maskesi' (#33230)
[20:37:21	]Maya Morgan has lost a 'Ameliyat maskesi' #33230.
[20:37:22	][IC] C24:i5.UNION-25: <:: Hmph. ::>
[20:37:27	]C24:i5.UNION-25 ran 'take' on item 'Ameliyat maskesi' (#33230)
[20:37:27	]C24:i5.UNION-25 has gained a 'Ameliyat maskesi' #33230.
[20:37:30	]C24-FIELD-DEDECTIVE-21 exited observer at their location.
[20:37:39	][IC] C24:i5.UNION-25: <:: Yerinde dur, veritabanını kontrol edicem. ::>
[20:37:42	][IC] Maya Morgan: Tabii ki.
[20:37:45	]C24-FIELD-DEDECTIVE-21 has given himself a uniform_cp_com.
[20:37:45	]C24-FIELD-DEDECTIVE-21 has gained a 'SK Komuta Üniforması' #33338.
[20:37:54	]Maya Morgan set cityIndex to '24'.
[20:37:58	]Maya Morgan set sectorIndex to '10'.
[20:38:06	]C24-FIELD-DEDECTIVE-21 entered observer.
[20:38:07	]Nicholas Newman used command '/PM maya'.
[20:38:23	][IC] C24:i5.UNION-25: <:: Tamamdır, maskeni sana geri vericem. Fakat takmanı önermem, başın belaya girebilir. ::>
[20:38:28	]Maya Morgan used command '/CharSetName C24:i5.UNION-25 C17:i5.UNION-25'.
