[00:00:00	][IT] C24:i3.KING-20: anlıyor
[19:56:20	]C24:RCT.YELLO-23 used command '/PM ahmet öz kadın kardeşim'.
[19:56:32	]Ahmet Çakar used command '/PM YELLO-23 kadın ne lan teyze dicen'.
[19:56:41	]Hacı emmi has unloaded their "Ahmet Çakar" character.
[19:56:47	]Hacı emmi loaded the character 'C24:i5.(X)KING-19'
[19:56:49	]C24:RCT.YELLO-23 used command '/PM 19 düşünsene ic olarak ikimiz kardeşiz aslında'.
[19:56:49	]C24:i3.KING-20 exited observer at their location.
[19:56:58	]C24:i5.(X)KING-19 used command '/PM YELLO-23 yapakmı lan öglşdmgşfdmgd'.
[19:56:59	]C24:i3.KING-20 entered observer.
[19:57:03	]C24:RCT.YELLO-23 used command '/PM 19 YAPALIM LA'.
[19:57:11	]C24:i5.(X)KING-19 used command '/PM YELLO-23 bi saniye ampute yiyebiliriz'.
[19:57:16	]C24:RCT.YELLO-23 used command '/PM 19 yiyemeyiz ki'.
[19:57:16	]C24:i3.KING-20 exited observer at their location.
[19:57:16	]C24:i3.KING-20 entered observer.
[19:57:17	]C24:i3.KING-20 exited observer at their location.
[19:57:17	]C24:i3.KING-20 entered observer.
[19:57:17	]C24:i3.KING-20 exited observer at their location.
[19:57:18	]C24:i3.KING-20 entered observer.
[19:57:18	]C24:i3.KING-20 exited observer at their location.
[19:57:19	]C24:i3.KING-20 entered observer.
[19:57:20	]C24:i3.KING-20 exited observer at their location.
[19:57:20	]C24:i3.KING-20 entered observer.
[19:57:21	]C24:RCT.YELLO-23 ran SAM command 'goto' with arguments: '19'
[19:57:21	]C24:i3.KING-20 exited observer at their location.
[19:57:21	]C24:i3.KING-20 entered observer.
[19:57:21	]C24:i3.KING-20 exited observer at their location.
[19:57:22	]C24:i3.KING-20 entered observer.
[19:57:23	]C24:i3.KING-20 exited observer at their location.
[19:57:23	]C24:i3.KING-20 entered observer.
[19:57:23	]C24:i3.KING-20 exited observer at their location.
[19:57:24	]C24:i3.KING-20 entered observer.
[19:57:24	]C24:i3.KING-20 exited observer at their location.
[19:57:24	]C24:i3.KING-20 entered observer.
[19:57:25	]C24:RCT.YELLO-23 exited observer at their location.
[19:57:26	]C24:i3.KING-20 exited observer at their location.
[19:57:28	]C24:i3.KING-20 entered observer.
[19:57:30	]C24:RCT.YELLO-23 used command '/PM 19 niye'.
[19:57:32	]C24:i5.(X)KING-19 used command '/PM YELLO-23 öyle değilde arkadaşım çık sen benim'.
[19:57:36	]C24:RCT.YELLO-23 used command '/PM 19 okey'.
[19:57:45	]C24:i5.(X)KING-19 used command '/PM YELLO-23 aga şöyle aile ile başka yerde olması lazımmış'.
[19:57:50	]C24:RCT.YELLO-23 used command '/PM 19 doğru'.
[19:58:32	]C24:RCT.YELLO-23 used command '/Announce Beyler ne kadar az kişi olsakta ic, öyle dalgasına falan birşey yapmayın ic olarak.'.
[19:58:40	]C24:i3.KING-20 used command '/Mentor copy'.
[19:58:45	]C24:i5.(X)KING-19 used command '/ActLean 2'.
[19:58:49	]C24:i3.KING-20 exited observer at their location.
[19:59:02	]C24:RCT.YELLO-23 used command '/PM 19 maskeleri çıkardıktan sonra fark edelim'.
[19:59:03	][IC] C24:i3.KING-20: <:: Umarım tekrarlamazsın. ::>
[19:59:10	][IC] C24:RCT.YELLO-23: <:: Olumlu. ::>
[19:59:10	][ME] C24:i3.KING-20: kollarını indirir
[19:59:16	][IC] C24:i5.(X)KING-19: <:: Ne oldu? ::>
[19:59:16	]C24:i3.KING-20 has changed C24:i3.KING-20's bodygroups.
[19:59:16	]C24:i3.KING-20 has changed C24:i3.KING-20's bodygroups.
[19:59:19	][IC] C24:i3.KING-20: <:: Kollarını indir. ::>
[19:59:22	][LOOC] C24:RCT.YELLO-23: beni götten sikti
[19:59:22	][IC] C24:i3.KING-20: <:: Rehabilite edildi. ::>
[19:59:23	][IC] C24:i3.KING-20: <:: Neyse. ::>
[19:59:24	][IC] C24:i3.KING-20: <:: Gel. ::>
[19:59:26	][LOOC] C24:i5.(X)KING-19: ne lşdfmgşldfmgşldfg
[19:59:28	]C24:i5.(X)KING-19 used command '/ExitAct'.
[19:59:33	]C24:RCT.YELLO-23 has changed C24:RCT.YELLO-23's bodygroups.
[19:59:35	][IC] C24:i5.(X)KING-19: <:: Gelemem sohbet ediyoruz. ::>
[19:59:38	]C24:i5.(X)KING-19 used command '/ActLean 2'.
[19:59:39	][IC] C24:RCT.YELLO-23: <:: Ee nasılsın. ::>
[19:59:45	][IC] C24:i5.(X)KING-19: <:: Öyle bir şey yok. ::>
[19:59:48	][IC] C24:i5.(X)KING-19: <:: Klasik. ::>
[19:59:54	][IC] C24:RCT.YELLO-23: <:: Ben biraz hava alacağım. ::>
[19:59:57	][IC] C24:RCT.YELLO-23: <:: Kafam havasız kaldı. ::>
[19:59:59	]C24:RCT.YELLO-23 ran 'drop' on item 'PMG-5 (AUG) Gaz Maskesi' (#164731)
[19:59:59	]C24:RCT.YELLO-23 has lost a 'PMG-5 (AUG) Gaz Maskesi' #164731.
[20:00:03	][IC] C24:i5.(X)KING-19: <:: Çıkar maskeyi. ::>
[20:00:05	]C24:RCT.YELLO-23 ran 'take' on item 'PMG-5 (AUG) Gaz Maskesi' (#164731)
[20:00:05	]C24:RCT.YELLO-23 has gained a 'PMG-5 (AUG) Gaz Maskesi' #164731.
[20:00:11	][LOOC] C24:RCT.YELLO-23: retry atmam lazım bug oldu
[20:00:11	]C24:i5.(X)KING-19 used command '/ExitAct'.
[20:00:15	]Revain (STEAM_0:1:608254786) has disconnected.
[20:01:15	]C24:i3.KING-20 entered observer.
[20:01:15	]C24:i3.KING-20 exited observer at their location.
[20:01:53	]C24:i3.KING-20 entered observer.
[20:01:55	]C24:i3.KING-20 exited observer at their location.
[20:01:58	][IC] C24:i3.KING-20: <:: 19. ::>
[20:02:02	][IC] C24:i3.KING-20: <:: Bize geçelim gel. ::>
[20:02:09	]C24:i3.KING-20 entered observer.
[20:02:25	]C24:i3.KING-20 exited observer at their location.
[20:02:25	]C24:i3.KING-20 entered observer.
[20:02:26	]C24:i3.KING-20 exited observer at their location.
[20:02:26	]C24:i3.KING-20 entered observer.
[20:02:26	]C24:i3.KING-20 exited observer at their location.
[20:02:27	]C24:i3.KING-20 entered observer.
[20:02:29	]C24:i3.KING-20 exited observer at their location.
[20:02:30	]C24:i3.KING-20 entered observer.
[20:02:30	]C24:i3.KING-20 exited observer at their location.
[20:02:31	]C24:i3.KING-20 entered observer.
[20:02:32	]C24:i3.KING-20 exited observer at their location.
[20:02:35	][IC] C24:i3.KING-20: <:: 19. ::>
[20:02:36	]C24:i3.KING-20 entered observer.
[20:02:48	]Revain has connected.
[20:02:51	]C24:i5.(X)KING-19 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[20:03:10	]C24:i3.KING-20 exited observer at their location.
[20:03:11	]C24:i3.KING-20 entered observer.
[20:03:11	]C24:i3.KING-20 exited observer at their location.
[20:03:11	]C24:i3.KING-20 entered observer.
[20:03:11	]C24:i3.KING-20 exited observer at their location.
[20:03:12	]C24:i3.KING-20 entered observer.
[20:03:13	]C24:i3.KING-20 exited observer at their location.
[20:03:13	]C24:i3.KING-20 entered observer.
[20:03:13	]C24:i3.KING-20 exited observer at their location.
[20:03:14	]C24:i3.KING-20 entered observer.
[20:03:14	]C24:i3.KING-20 exited observer at their location.
[20:03:15	]C24:i3.KING-20 entered observer.
[20:03:16	]C24:i3.KING-20 exited observer at their location.
[20:03:16	]C24:i3.KING-20 entered observer.
[20:03:17	]C24:i5.(X)KING-19 ran 'take' on item 'Sivil Koruma Rasyonu' (#164986)
[20:03:17	]C24:i5.(X)KING-19 has gained a 'Sivil Koruma Rasyonu' #164986.
[20:03:19	]C24:i3.KING-20 exited observer at their location.
[20:03:21	]C24:i5.(X)KING-19 ran 'Open' on item 'Sivil Koruma Rasyonu' (#164986)
[20:03:21	]C24:i5.(X)KING-19 has gained a 'Metropolice Takviyeleri' #164987.
[20:03:21	]C24:i5.(X)KING-19 has gained a 'Soda Bob Brawn' #164988.
[20:03:21	]C24:i5.(X)KING-19 has gained a '20 Kredi Kuponu' #164989.
[20:03:22	]C24:i5.(X)KING-19 ran 'Consume' on item 'Metropolice Takviyeleri' (#164987)
[20:03:22	]C24:i5.(X)KING-19 extended their level 3 long boost in Güç.
[20:03:22	]C24:i5.(X)KING-19 ran 'Consume' on item 'Soda Bob Brawn' (#164988)
[20:03:22	]C24:i5.(X)KING-19 extended their level 1 long boost in Algı.
[20:03:22	]C24:i5.(X)KING-19 extended their level 2 long boost in Çeviklik.
[20:03:30	]C24:i3.KING-20 entered observer.
[20:03:41	]Revain loaded the character 'C24:RCT.YELLO-23'
[20:03:58	]C24:i3.KING-20 exited observer at their location.
[20:03:59	]C24:i3.KING-20 entered observer.
[20:03:59	]C24:i3.KING-20 exited observer at their location.
[20:04:01	]C24:i3.KING-20 entered observer.
[20:04:02	]C24:i3.KING-20 exited observer at their location.
[20:04:05	]C24:i3.KING-20 has taken 5 damage from worldspawn.
[20:04:07	]C24:i3.KING-20 entered observer.
[20:04:07	]C24:i3.KING-20 exited observer at their location.
[20:04:08	]C24:i3.KING-20 has taken 18 damage from worldspawn.
[20:04:08	]C24:i3.KING-20 entered observer.
[20:04:09	]C24:i3.KING-20 exited observer at their location.
[20:04:09	]C24:i3.KING-20 entered observer.
[20:04:10	]C24:i3.KING-20 exited observer at their location.
[20:04:10	]C24:i3.KING-20 has gained a '30rnd MP Magazine' #162398.
[20:04:10	]C24:i3.KING-20 was knocked unconscious and is bleeding out.
[20:04:15	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '45'
[20:04:15	]C24:i3.KING-20 used command '/CharGetUp'.
[20:04:16	]C24:i3.KING-20 used command '/CharGetUp'.
[20:04:16	]C24:i3.KING-20 is no longer unconscious from critical wounds.
[20:04:17	]C24:i3.KING-20 entered observer.
[20:04:20	]C24:i3.KING-20 ran SAM command 'respawn' with arguments: '20'
[20:04:21	]C24:i3.KING-20 is fully healed.
[20:04:23	]C24:i3.KING-20 ran SAM command 'respawn' with arguments: '20'
[20:04:24	]C24:i3.KING-20 entered observer.
[20:04:33	]C24:i3.KING-20 exited observer at their location.
[20:04:59	][LOOC] C24:i5.(X)KING-19: DM yi gördün dimi revo
[20:05:15	]C24:i3.KING-20 entered observer.
[20:05:32	][ME] C24:RCT.YELLO-23: maskeyi çıkardı
[20:05:43	][IC] C24:RCT.YELLO-23: Hava güzel geldi.
[20:06:02	]C24:RCT.YELLO-23 used command '/CharSetLanguage 23 Rusça'.
[20:06:03	][LOOC] C24:i5.(X)KING-19: DM
[20:06:17	]C24:RCT.YELLO-23 used command '/CharSetLanguage 19 Rusça'.
[20:06:21	][LOOC] C24:RCT.YELLO-23: ok
[20:06:23	]C24:i3.KING-20 exited observer at their location.
[20:06:27	]C24:i3.KING-20 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[20:06:31	][IC] C24:RCT.YELLO-23: Sen çıkarmayacak mısın?
[20:06:34	][IC] C24:i5.(X)KING-19: <:: Ha? ::>
[20:06:35	][IC] C24:RCT.YELLO-23: Havasız biraz.
[20:06:40	]C24:i3.KING-20 ran 'take' on item 'Sivil Koruma Rasyonu' (#164990)
[20:06:40	]C24:i3.KING-20 has gained a 'Sivil Koruma Rasyonu' #164990.
[20:06:41	]C24:i3.KING-20 entered observer.
[20:06:42	]C24:i3.KING-20 exited observer at their location.
[20:06:44	][ME] C24:i5.(X)KING-19: Kişinin yüzünü incelemeyi dener.
[20:06:44	]C24:i3.KING-20 ran 'Open' on item 'Sivil Koruma Rasyonu' (#164990)
[20:06:44	]C24:i3.KING-20 has gained a 'Metropolice Takviyeleri' #164991.
[20:06:44	]C24:i3.KING-20 has gained a 'Soda Bob Brawn' #164992.
[20:06:44	]C24:i3.KING-20 has gained a '20 Kredi Kuponu' #164993.
[20:06:45	]C24:i3.KING-20 opened the 'Rasyon Bölgesi Deposu' stash.
[20:06:46	][IC] C24:i5.(X)KING-19: <:: Bi bakarmısın? ::>
[20:06:50	][IC] C24:RCT.YELLO-23: Evet?
[20:06:50	]C24:i3.KING-20 has lost a 'Soda Bob Brawn' #164992.
[20:06:50	]C24:i3.KING-20 has transferred a 'Soda Bob Brawn' #164992 to a container with the name 'Rasyon Bölgesi Deposu' #9837.
[20:06:51	][IC] C24:i5.(X)KING-19: <:: Yok artık,. ::>
[20:06:53	]C24:i3.KING-20 ran 'Consume' on item 'Metropolice Takviyeleri' (#164886)
[20:06:53	]C24:i3.KING-20 extended their level 3 long boost in Güç.
[20:06:53	]C24:i3.KING-20 ran 'Consume' on item 'Metropolice Takviyeleri' (#164991)
[20:06:53	]C24:i3.KING-20 extended their level 3 long boost in Güç.
[20:06:54	][IC] C24:i5.(X)KING-19: <:: Ciddi olamassın. ::>
[20:06:55	][IC] C24:RCT.YELLO-23: Ne oldu 19.
[20:06:57	]C24:i3.KING-20 has lost a 'Votka' #153474.
[20:06:57	]C24:i3.KING-20 has transferred a 'Votka' #153474 to a container with the name 'Rasyon Bölgesi Deposu' #9837.
[20:06:59	]C24:i3.KING-20 closed the 'Rasyon Bölgesi Deposu' stash.
[20:07:00	]C24:i3.KING-20 entered observer.
[20:07:01	][ME] C24:i5.(X)KING-19: Maskesini çıkartır.
[20:07:09	]C24:i3.KING-20 ran 'Use' on item '20 Kredi Kuponu' (#164993)
[20:07:11	][IC] C24:RCT.YELLO-23: Bir dakika.
[20:07:14	]C24:i3.KING-20 ran 'Use' on item '20 Kredi Kuponu' (#164993)
[20:07:16	]C24:i3.KING-20 has used a coupon at a ration dispenser, gaining 20 credits.
[20:07:18	][RUS] C24:i5.(X)KING-19: Natalia?
[20:07:25	]C24:i3.KING-20 exited observer at their location.
[20:07:32	][RUS] C24:RCT.YELLO-23: bir dakika
[20:07:34	][LOOC] C24:RCT.YELLO-23: dm
[20:07:40	][RUS] C24:RCT.YELLO-23: Laura??
[20:07:41	][IC] C24:i3.KING-20: <:: Hangi dil bu. ::>
[20:07:46	][RUS] C24:i5.(X)KING-19: Nasılsın?
[20:07:49	][IC] C24:i3.KING-20: <:: Hmph. ::>
[20:07:51	][RUS] C24:RCT.YELLO-23: İyiyim, peki ya sen?
[20:07:53	][RUS] C24:i5.(X)KING-19: Şuan gerçekten şaşırdım
[20:07:57	][IC] C24:i3.KING-20: <:: Haha. ::>
[20:07:58	][RUS] C24:RCT.YELLO-23: Bende öyle...
[20:08:00	][RUS] C24:i5.(X)KING-19: Seni hiç beklemiyordum
[20:08:14	]C24:i3.KING-20 used command '/CharSetDefaultLanguage rus'.
[20:08:21	]C24:i3.KING-20 used command '/CharSetDefaultLanguage rusça'.
[20:08:32	]C24:i3.KING-20 entered observer.
[20:08:42	]C24:i3.KING-20 used command '/CharSetDefaultLanguage rusca'.
[20:08:47	]C24:i3.KING-20 exited observer at their location.
[20:08:49	]Handschar | Leibs has unloaded their "C24:i3.KING-20" character.
[20:09:00	][RUS] C24:i5.(X)KING-19: Sen nasıl geldin buraya?
[20:09:04	]Handschar | Leibs loaded the character 'C24:i3.KING-20'
[20:09:09	]C24:i3.KING-20 used command '/CharSetDefaultLanguage RUS.A'.
[20:09:10	]C24:i3.KING-20 used command '/CharSetDefaultLanguage RUSÇA'.
[20:09:11	]C24:i3.KING-20 entered observer.
[20:09:15	][RUS] C24:RCT.YELLO-23: Başvurdum ve kabul oldu.. bu kadar
[20:09:23	][RUS] C24:i5.(X)KING-19: Haha, ne güzel
[20:09:25	]C24:i3.KING-20 used command '/CharSetDefaultLanguage HIRVATÇA'.
[20:09:30	]C24:i3.KING-20 exited observer at their location.
[20:09:35	][RUS] C24:i5.(X)KING-19: Neyse bi arkadaşımın olduğuna sevindim
[20:09:43	]C24:i3.KING-20 used command '/CharSetLanguage 20 Rusça'.
[20:09:55	]C24:i3.KING-20 has lost a '30rnd MP Magazine' #162397.
[20:10:04	][RUS] C24:RCT.YELLO-23: Bende öyle
[20:10:11	][RUS] C24:i5.(X)KING-19: Evet?
[20:10:14	][IC] C24:i5.(X)KING-19: Evet?
[20:10:22	][IC] C24:RCT.YELLO-23: Hm.
[20:10:23	][RUS] C24:i3.KING-20: bende biliyorum merak etmeyin
[20:10:29	][LOOC] C24:i5.(X)KING-19: lan bi sg amk
[20:10:33	][LOOC] C24:RCT.YELLO-23: charsetlanguage yapmış oc
[20:10:36	][LOOC] C24:RCT.YELLO-23: kaldır onu
[20:10:38	][LOOC] C24:i3.KING-20: yoookkk
[20:10:40	][LOOC] C24:i3.KING-20: kaldırmicam
[20:10:44	][LOOC] C24:i5.(X)KING-19: gitti ayarladı pezevenk kanka kaldır onu ilk baştaki neyse o
[20:10:44	]C24:RCT.YELLO-23 used command '/CharRemoveLanguage 20 rusça'.
[20:10:48	][LOOC] C24:RCT.YELLO-23: kaldırdım eşşek
[20:10:52	][LOOC] C24:i3.KING-20: hırvatça aq
[20:10:56	][LOOC] C24:i3.KING-20: hırvatça da rusçaya benzer
[20:11:07	][LOOC] C24:i5.(X)KING-19: yok kanka bi rol yapacaz bi sg
[20:11:07	][LOOC] C24:i3.KING-20: karakter 2 dil biliyor alman
[20:11:16	][LOOC] C24:i3.KING-20: amınıza koyayım dışlayın beni hep
[20:11:20	]C24:i3.KING-20 entered observer.
[20:11:21	][LOOC] C24:i5.(X)KING-19: sdföfögmgşlfd
[20:11:22	][LOOC] C24:RCT.YELLO-23: üzüldüm çağırak
[20:11:27	][LOOC] C24:i5.(X)KING-19: çağırak
[20:11:32	]C24:RCT.YELLO-23 used command '/PM 20 gel eşek üzüldük'.
[20:11:37	][LOOC] C24:RCT.YELLO-23: gleiyo
[20:11:41	]C24:i3.KING-20 used command '/CP siktirin gidin rol yapın'.
[20:11:51	]C24:i5.(X)KING-19 used command '/CP tamam prenses sen üzülme yeterki fgkhlşfgmh'.
[20:11:53	]C24:i3.KING-20 exited observer at their location.
[20:12:01	]C24:i3.KING-20 used command '/CP seninde götün kalktı amına koyaım'.
[20:12:10	]C24:RCT.YELLO-23 used command '/CP ya gel 20 amk'.
[20:12:12	]C24:RCT.YELLO-23 used command '/CP trip atma'.
[20:12:28	]C24:i5.(X)KING-19 used command '/CP gel la :moyai:'.
[20:12:38	]C24:i3.KING-20 entered observer.
[20:12:44	]C24:i3.KING-20 exited observer at their location.
[20:12:48	]C24:i5.(X)KING-19 used command '/CP senin karakterinin dili ilk başta neydi kanka'.
[20:13:00	]C24:i3.KING-20 used command '/CP almanca ama rusça da biliyor doğu almanyada yaşıyodu çünkü'.
[20:13:04	][LOOC] C24:i5.(X)KING-19: götüne neştermi soktun amk ne oldu yaran var gözüküyoe
[20:13:17	]C24:RCT.YELLO-23 used command '/CP tm'.
[20:13:18	][LOOC] C24:i3.KING-20: ananı zorlarken oldu
[20:13:22	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '100'
[20:13:24	]C24:i3.KING-20 is fully healed.
[20:13:30	]C24:RCT.YELLO-23 ran SAM command 'armor' with arguments: '23' '50'
[20:13:31	][LOOC] C24:i5.(X)KING-19: bak işte ADK ben ss aldım
[20:13:39	]C24:i3.KING-20 ran SAM command 'armor' with arguments: '20' '100'
[20:13:40	]C24:RCT.YELLO-23 used command '/CP gelceksen gel ic gircez'.
[20:13:41	]C24:i3.KING-20 ran SAM command 'armor' with arguments: '20' '50'
[20:13:43	]C24:i3.KING-20 entered observer.
[20:13:47	]C24:i3.KING-20 exited observer at their location.
[20:13:59	][IC] C24:RCT.YELLO-23: Açıkçası bilmiyordum karşılaşacağımızı.
[20:14:02	][IC] C24:RCT.YELLO-23: Bu çok hoş.
[20:14:02	][LOOC] C24:i5.(X)KING-19: ilk başta bari anlamıyormuş gibi yap
[20:14:17	][RUS] C24:i5.(X)KING-19: Yani, olabilir dünya büyük bir yer değil.
[20:14:28	][RUS] C24:i5.(X)KING-19: Ben seni görmeyeli uzun zaman oldu.
[20:14:35	][RUS] C24:RCT.YELLO-23: bende seni görmüyorum uzun zamandır
[20:14:51	]C24:i3.KING-20 used command '/CharSetLanguage 20 rusça'.
[20:15:01	][RUS] C24:i5.(X)KING-19: Sana bir kahve alırdımda alıcak yer yok.
[20:15:08	][RUS] C24:i5.(X)KING-19: Sanırım kapalı her yer.
[20:15:09	]Kaan has connected.
[20:15:09	][IC] C24:i3.KING-20: <:: Bende ar. ::>
[20:15:10	][IC] C24:i3.KING-20: <:: Var. ::>
[20:15:13	][RUS] C24:RCT.YELLO-23: gerek yok gız
[20:15:13	][IC] C24:i5.(X)KING-19: Ne?
[20:15:13	][IC] C24:i3.KING-20: <:: Gidip alayım bekleyin. ::>
[20:15:23	][RUS] C24:RCT.YELLO-23: sanırsam oda biliyor
[20:15:26	]C24:i3.KING-20 entered observer.
[20:15:35	][RUS] C24:i5.(X)KING-19: Benim ned-
[20:15:38	][RUS] C24:i5.(X)KING-19: olabilir
[20:15:56	]C24:i3.KING-20 opened the 'Rasyon Bölgesi Deposu' stash.
[20:16:01	]Kaan loaded the character 'C24:i5.TAP-54'
[20:16:01	][RUS] C24:RCT.YELLO-23: sanırsam
[20:16:03	]C24:i3.KING-20 closed the 'Rasyon Bölgesi Deposu' stash.
[20:16:07	]C24:i3.KING-20 exited observer at their location.
[20:16:07	][RUS] C24:RCT.YELLO-23: sevgilisiniz ha?
[20:16:15	][RUS] C24:RCT.YELLO-23: hehe
[20:16:19	][RUS] C24:i5.(X)KING-19: Ne alaka
[20:16:24	]Kaan (STEAM_0:1:448976614) has disconnected.
[20:16:26	][RUS] C24:i3.KING-20: kahve yerine soda getirdim
[20:16:27	][RUS] C24:RCT.YELLO-23: biri bana söyledide
[20:16:29	]C24:i3.KING-20 ran 'drop' on item 'Soda Bob Brawn' (#164887)
[20:16:29	]C24:i3.KING-20 has lost a 'Soda Bob Brawn' #164887.
[20:16:37	][RUS] C24:i5.(X)KING-19: bi sus lütfen
[20:16:45	]C24:i3.KING-20 ran 'take' on item 'Soda Bob Brawn' (#164887)
[20:16:45	]C24:i3.KING-20 has gained a 'Soda Bob Brawn' #164887.
[20:16:52	]C24:i3.KING-20 ran 'drop' on item 'Soda Bob Brawn' (#164887)
[20:16:52	]C24:i3.KING-20 has lost a 'Soda Bob Brawn' #164887.
[20:17:07	]C24:i3.KING-20 ran 'drop' on item 'Soda Bob Brawn' (#164884)
[20:17:07	]C24:i3.KING-20 has lost a 'Soda Bob Brawn' #164884.
[20:17:23	][ME] C24:i3.KING-20: kendi sodasını sağ elinde tutuyor
[20:17:26	][RUS] C24:RCT.YELLO-23: niye susayım ki tebrik ettim
[20:17:34	][IC] C24:i5.(X)KING-19: Bi gelsene sen.
[20:17:36	][ME] C24:i3.KING-20: sol eliyle maskesini çıkarıyor ve arka kemerine asıyor
[20:17:42	][Y] C24:i3.KING-20: <:: Dışlıyorsunuz demek. ::>
[20:17:44	][Y] C24:i3.KING-20: <:: Anladım sağolun. ::>
[20:17:44	][WRUS] C24:i5.(X)KING-19: Bak yapma
[20:17:49	]C24:i3.KING-20 ran 'combine' on item '30rnd MP Magazine' (#162399)
[20:17:54	][WRUS] C24:RCT.YELLO-23: bu niye tribe giriyor
[20:17:55	]C24:i3.KING-20 ran 'combine' on item '30rnd MP Magazine' (#162401)
[20:17:56	]C24:i3.KING-20 ran 'combine' on item '30rnd MP Magazine' (#162400)
[20:17:56	]C24:i3.KING-20 ran 'combine' on item '30rnd MP Magazine' (#162398)
[20:18:00	][WRUS] C24:i5.(X)KING-19: anlamadımki
[20:18:05	][IC] C24:i5.(X)KING-19: Dışlama yok.
[20:18:08	][IC] C24:i3.KING-20: <:: Hmhm. ::>
[20:18:09	][IC] C24:i5.(X)KING-19: Özel bir şey sordum.
[20:18:14	][IC] C24:i3.KING-20: <:: Ittirip sus dediğinde anlamıştım. ::>
[20:18:14	]C24:RCT.YELLO-23 used command '/PM 19 sormadın ki'.
