[15:19:52	]Oktawiangr has connected.
[22:25:37	]S10/OWS.GHOST-78 exited observer at their location.
[22:25:38	]S10/OWS.GHOST-78 entered observer.
[22:25:38	]PFC Bruno White ran 'take' on item 'Wódka 'Sunshine'' (#7340)
[22:25:38	]PFC Bruno White has gained a 'Wódka 'Sunshine'' #7340.
[22:25:39	]Brig. Richard Levittoux ran 'Consume' on item 'Piwo' (#7781)
[22:25:39	]Brig. Richard Levittoux has gained a level 2 long boost in Siła.
[22:25:39	]Brig. Richard Levittoux has updated their Inteligencja long boost target to -1 (current : 3).
[22:25:39	]Brig. Richard Levittoux has gained a 'Pusta butelka po piwie' #7879.
[22:25:41	]Richard Evans ran 'Consume' on item 'Piwo' (#7852)
[22:25:41	]Richard Evans extended their level 2 long boost in Siła.
[22:25:41	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:41	]Cpl. Dimitri Samienko used command '/Radio jebany brygadier'.
[22:25:41	]Richard Evans ran 'Consume' on item 'Piwo' (#7860)
[22:25:41	]Richard Evans extended their level 2 long boost in Siła.
[22:25:41	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:41	]Richard Evans has gained a 'Pusta butelka po piwie' #7881.
[22:25:42	]Richard Evans ran 'Consume' on item 'Piwo' (#7857)
[22:25:42	]Richard Evans extended their level 2 long boost in Siła.
[22:25:42	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:42	]Richard Evans has gained a 'Pusta butelka po piwie' #7882.
[22:25:43	]Richard Evans ran 'Consume' on item 'Piwo' (#7849)
[22:25:43	]Richard Evans extended their level 2 long boost in Siła.
[22:25:43	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:43	]Richard Evans has gained a 'Pusta butelka po piwie' #7883.
[22:25:43	]Richard Evans ran 'Consume' on item 'Piwo' (#7847)
[22:25:43	]Richard Evans extended their level 2 long boost in Siła.
[22:25:43	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:43	]Richard Evans has gained a 'Pusta butelka po piwie' #7884.
[22:25:44	]Richard Evans ran 'Consume' on item 'Piwo' (#7845)
[22:25:44	]Richard Evans extended their level 2 long boost in Siła.
[22:25:44	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:44	]Richard Evans has gained a 'Pusta butelka po piwie' #7885.
[22:25:45	]Richard Evans ran 'Consume' on item 'Piwo' (#7855)
[22:25:45	]Richard Evans extended their level 2 long boost in Siła.
[22:25:45	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:45	]Richard Evans has gained a 'Pusta butelka po piwie' #7886.
[22:25:45	]Richard Evans ran 'Consume' on item 'Piwo' (#7853)
[22:25:45	]Richard Evans extended their level 2 long boost in Siła.
[22:25:45	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:45	]Richard Evans has gained a 'Pusta butelka po piwie' #7887.
[22:25:46	]Richard Evans ran 'Consume' on item 'Piwo' (#7846)
[22:25:46	]Richard Evans extended their level 2 long boost in Siła.
[22:25:46	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:46	]Richard Evans has gained a 'Pusta butelka po piwie' #7888.
[22:25:47	]Richard Evans ran 'Consume' on item 'Piwo' (#7844)
[22:25:47	]Richard Evans extended their level 2 long boost in Siła.
[22:25:47	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:47	]Richard Evans has gained a 'Pusta butelka po piwie' #7889.
[22:25:47	][RUS] PFC Sawa Ilyin: Ja tak się zastanawiam...
[22:25:47	]Richard Evans ran 'Consume' on item 'Piwo' (#7864)
[22:25:47	]Richard Evans extended their level 2 long boost in Siła.
[22:25:47	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:47	]Cpl. Rousset St. Julein ran 'EquipUn' on item 'MP5A3' (#7163)
[22:25:47	]Cpl. Rousset St. Julein has gained a 'Magazynek do PM 30rnd' #7175.
[22:25:47	]Richard Evans has gained a 'Pusta butelka po piwie' #7890.
[22:25:48	]Pavel Brychta used command '/Announce Zapraszam wszystkich na Kanał Event na Discord, możecie tam oddać feedback :)'.
[22:25:48	]Brig. Richard Levittoux used the 'Lodówka' vendor.
[22:25:48	]Richard Evans ran 'Consume' on item 'Piwo' (#7868)
[22:25:48	]Richard Evans extended their level 2 long boost in Siła.
[22:25:48	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:48	]Richard Evans has gained a 'Pusta butelka po piwie' #7891.
[22:25:49	]Richard Evans ran 'Consume' on item 'Piwo' (#7862)
[22:25:49	]Richard Evans extended their level 2 long boost in Siła.
[22:25:49	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:49	]Richard Evans has gained a 'Pusta butelka po piwie' #7892.
[22:25:49	][RUS] Cpl. Dimitri Samienko: jebany brygadier
[22:25:49	]Richard Evans ran 'Consume' on item 'Piwo' (#7866)
[22:25:49	]Richard Evans extended their level 2 long boost in Siła.
[22:25:49	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:49	]Richard Evans has gained a 'Pusta butelka po piwie' #7893.
[22:25:50	]PFC Bernard Jarvi ran 'Use' on item 'Stół warsztatowy' (#6896)
[22:25:51	]Richard Evans ran 'Consume' on item 'Piwo' (#7872)
[22:25:51	]Richard Evans extended their level 2 long boost in Siła.
[22:25:51	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:51	]Richard Evans has gained a 'Pusta butelka po piwie' #7894.
[22:25:52	]Richard Evans ran 'Consume' on item 'Piwo' (#7870)
[22:25:52	]Richard Evans extended their level 2 long boost in Siła.
[22:25:52	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:52	]Richard Evans has gained a 'Pusta butelka po piwie' #7895.
[22:25:52	]Richard Evans ran 'Consume' on item 'Piwo' (#7873)
[22:25:52	]Richard Evans extended their level 2 long boost in Siła.
[22:25:52	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:52	]Richard Evans has gained a 'Pusta butelka po piwie' #7896.
[22:25:53	]Richard Evans ran 'Consume' on item 'Piwo' (#7874)
[22:25:53	]Richard Evans extended their level 2 long boost in Siła.
[22:25:53	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:53	]Richard Evans has gained a 'Pusta butelka po piwie' #7897.
[22:25:54	]Richard Evans ran 'Consume' on item 'Piwo' (#7842)
[22:25:54	]Richard Evans extended their level 2 long boost in Siła.
[22:25:54	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:54	]Richard Evans has gained a 'Pusta butelka po piwie' #7898.
[22:25:56	]Richard Evans ran 'Consume' on item 'Piwo' (#7843)
[22:25:56	]Richard Evans extended their level 2 long boost in Siła.
[22:25:56	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:56	]Richard Evans has gained a 'Pusta butelka po piwie' #7899.
[22:25:57	]Richard Evans ran 'Consume' on item 'Piwo' (#7841)
[22:25:57	]Richard Evans extended their level 2 long boost in Siła.
[22:25:57	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:57	]Richard Evans has gained a 'Pusta butelka po piwie' #7900.
[22:25:57	]Richard Evans ran 'Consume' on item 'Piwo' (#7840)
[22:25:57	]Richard Evans extended their level 2 long boost in Siła.
[22:25:57	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:25:57	]Richard Evans has gained a 'Pusta butelka po piwie' #7901.
[22:25:58	]Richard Evans ran 'Consume' on item 'Gulasz z Headcraba' (#7664)
[22:25:58	]Richard Evans has wasted a level 3 long boost in Zręczność (current: 0; target: 3).
[22:25:59	][RUS] PFC Sawa Ilyin: Ten cały człowiek co rozdawał awanse czy kto to jest nazista
[22:25:59	]Richard Evans ran 'Consume' on item 'Gulasz z Headcraba' (#7667)
[22:25:59	]Richard Evans has wasted a level 3 long boost in Zręczność (current: 0; target: 3).
[22:26:00	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7867)
[22:26:00	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:00	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:00	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7902.
[22:26:00	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7865)
[22:26:00	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:00	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:00	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7903.
[22:26:01	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7869)
[22:26:01	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:01	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:01	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7904.
[22:26:02	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7863)
[22:26:02	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:02	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:02	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7905.
[22:26:02	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7854)
[22:26:02	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:02	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:02	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7906.
[22:26:03	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7856)
[22:26:03	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:03	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:03	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7907.
[22:26:04	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7851)
[22:26:04	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:04	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:04	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7908.
[22:26:04	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7899)
[22:26:04	]Richard Evans has lost a 'Pusta butelka po piwie' #7899.
[22:26:04	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7900)
[22:26:04	]Richard Evans has lost a 'Pusta butelka po piwie' #7900.
[22:26:04	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7848)
[22:26:04	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:04	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:04	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7909.
[22:26:05	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7901)
[22:26:05	]Richard Evans has lost a 'Pusta butelka po piwie' #7901.
[22:26:05	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7859)
[22:26:05	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:05	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:05	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7910.
[22:26:06	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7861)
[22:26:06	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:06	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:06	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7911.
[22:26:06	]PFC Bernard Jarvi ran 'Use' on item 'Chemiczny stół warsztatowy' (#6894)
[22:26:06	][RUS] PFC Sawa Ilyin: On nam każe po angielsku mówić
[22:26:06	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7906)
[22:26:06	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7906.
[22:26:07	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7902)
[22:26:07	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7902.
[22:26:08	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7871)
[22:26:08	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:26:08	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:26:08	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7912.
[22:26:09	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7912)
[22:26:09	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7912.
[22:26:10	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7904)
[22:26:10	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7904.
[22:26:11	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7903)
[22:26:11	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7903.
[22:26:12	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7905)
[22:26:12	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7905.
[22:26:12	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7908)
[22:26:12	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7908.
[22:26:13	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7892)
[22:26:13	]Richard Evans has lost a 'Pusta butelka po piwie' #7892.
[22:26:13	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7907)
[22:26:13	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7907.
[22:26:13	][IT] Czeslaw: Wygląda na to, że same młotki nie poradzą sobie z tym gruzem...
[22:26:13	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7909)
[22:26:13	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7909.
[22:26:14	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7910)
[22:26:14	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7910.
[22:26:14	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7886)
[22:26:14	]Richard Evans has lost a 'Pusta butelka po piwie' #7886.
[22:26:15	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7890)
[22:26:15	]Richard Evans has lost a 'Pusta butelka po piwie' #7890.
[22:26:15	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7911)
[22:26:15	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7911.
[22:26:15	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7891)
[22:26:15	]Richard Evans has lost a 'Pusta butelka po piwie' #7891.
[22:26:16	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7893)
[22:26:16	]Richard Evans has lost a 'Pusta butelka po piwie' #7893.
[22:26:17	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7894)
[22:26:17	]Richard Evans has lost a 'Pusta butelka po piwie' #7894.
[22:26:18	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7895)
[22:26:18	]Richard Evans has lost a 'Pusta butelka po piwie' #7895.
[22:26:19	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7896)
[22:26:19	]Richard Evans has lost a 'Pusta butelka po piwie' #7896.
[22:26:19	]PFC Raban Vogt has hit Carlos Ortizz dealing 18 damage (CritChance was -0.05).
[22:26:19	]Carlos Ortizz has taken 18 damage from PFC Raban Vogt.
[22:26:20	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7889)
[22:26:20	]Richard Evans has lost a 'Pusta butelka po piwie' #7889.
[22:26:20	]PFC Bruno White ran 'Use' on item 'Chemiczny stół warsztatowy' (#6894)
[22:26:22	][RUS] Cpl. Dimitri Samienko: Pułkownik to rosjanin pedał, udaje ze anglik
[22:26:23	]Carlos Ortizz ran 'use' on item 'Własnoręczny bandaż' (#7241)
[22:26:23	]Carlos Ortizz has performed the 'Użyj Własnoręczny bandaż' action, gaining 10 experience in medicine.
[22:26:23	]Carlos Ortizz was bandaged by Carlos Ortizz for 11 HP.
[22:26:26	][RUS] Mikhail Popow: Nie wiem. Ten Pułkownik rozjebany jest jakiś. Nie było go tam i się wypowiada
[22:26:29	]Carlos Ortizz ran 'use' on item 'Adrenalina' (#7242)
[22:26:29	]Carlos Ortizz has performed the 'Użyj Adrenalina' action, gaining 18 experience in medicine.
[22:26:29	]Carlos Ortizz has gained a level 4 short boost in Zręczność.
[22:26:34	][RUS] PFC Sawa Ilyin: To pewnie Ukrainiec, a nie Rosjanin
[22:26:36	]PFC Bernard Jarvi ran 'Use' on item 'Stół warsztatowy' (#6896)
[22:26:40	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7881)
[22:26:40	]Richard Evans has lost a 'Pusta butelka po piwie' #7881.
[22:26:41	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7884)
[22:26:41	]Richard Evans has lost a 'Pusta butelka po piwie' #7884.
[22:26:41	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7885)
[22:26:41	]Richard Evans has lost a 'Pusta butelka po piwie' #7885.
[22:26:45	][RUS] Cpl. Dimitri Samienko: dokładnie, slawa oddział Z
[22:26:48	]PFC Bruno White ran 'Use' on item 'Stół warsztatowy' (#6896)
[22:26:51	][RUS] PFC Sawa Ilyin: Z?
[22:26:57	][RUS] Cpl. Dimitri Samienko: nie zrozumiesz
[22:26:59	]PFC Raban Vogt has gained level 31 in the Prędkość skill.
[22:27:02	]PFC Raban Vogt has gained level 31 in the Broń palna skill.
[22:27:03	][RUS] PFC Sawa Ilyin: Chyba jestem zastary, haha
[22:27:04	]PFC Raban Vogt has gained level 1 in the Broń biała skill.
[22:27:04	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7897)
[22:27:04	]Richard Evans has lost a 'Pusta butelka po piwie' #7897.
[22:27:06	]Carlos Ortizz ran 'drop' on item 'Pusta butelka' (#7530)
[22:27:06	]Carlos Ortizz has lost a 'Pusta butelka' #7530.
[22:27:06	]PFC Raban Vogt has gained level 2 in the Broń biała skill.
[22:27:08	][RUS] Mikhail Popow: Uhh...
[22:27:10	][RUS] Mirik Abudayev: a ja se znalazlem wódeczke
[22:27:11	][IT] Czeslaw: Tego gruzu jest zdecydowanie za dużo, przydałyby się tutaj elektryczne narzędzia.
[22:27:20	]PFC Raban Vogt has performed the 'Wytwórz Rozłóż pusty słoik' action, gaining 20 experience in crafting.
[22:27:20	]PFC Bruno White ran 'drop' on item 'Wódka 'Sunshine'' (#7340)
[22:27:20	]PFC Bruno White has lost a 'Wódka 'Sunshine'' #7340.
[22:27:21	]PFC Bernard Jarvi ran 'take' on item 'Pusta butelka po piwie' (#7900)
[22:27:21	]PFC Bernard Jarvi has gained a 'Pusta butelka po piwie' #7900.
[22:27:22	]PFC Raban Vogt has performed the 'Wytwórz Rozłóż pusty słoik' action, gaining 20 experience in crafting.
[22:27:22	]PFC Bernard Jarvi ran 'take' on item 'Pusta butelka po piwie' (#7815)
[22:27:22	]PFC Bernard Jarvi has gained a 'Pusta butelka po piwie' #7815.
[22:27:23	][RUS] Mikhail Popow: to się dosiadaj i rozlewaj!
[22:27:24	][RUS] PFC Sawa Ilyin: A no właśnie. Mieliśmy wódkę pić, ale... nie wyszło
[22:27:24	]Cpl. Rousset St. Julein used command '/ExitAct'.
[22:27:24	]PFC Bernard Jarvi ran 'take' on item 'Pusta butelka po piwie' (#7891)
[22:27:24	]PFC Bernard Jarvi has gained a 'Pusta butelka po piwie' #7891.
[22:27:24	]PFC Bruno White ran 'take' on item 'Wódka 'Sunshine'' (#7340)
[22:27:24	]PFC Bruno White has gained a 'Wódka 'Sunshine'' #7340.
[22:27:25	]PFC Raban Vogt has performed the 'Wytwórz Rozłóż butelkę po piwie' action, gaining 20 experience in crafting.
[22:27:25	]PFC Raban Vogt has gained a 'Kawałki szkła' #7913.
[22:27:25	][LOOC] Cpl. Dimitri Samienko: ooo, swój chłop, dawaj dzielimy się na trzech
[22:27:26	]Carlos Ortizz used the 'Lodówka' vendor.
[22:27:26	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7898)
[22:27:26	]Richard Evans has lost a 'Pusta butelka po piwie' #7898.
[22:27:26	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7888)
[22:27:26	]Richard Evans has lost a 'Pusta butelka po piwie' #7888.
[22:27:26	]PFC Bernard Jarvi ran 'take' on item 'Piwo' (#7876)
[22:27:26	]PFC Bernard Jarvi has gained a 'Piwo' #7876.
[22:27:27	]PFC Raban Vogt has performed the 'Wytwórz Rozłóż butelkę po piwie' action, gaining 20 experience in crafting.
