[16:53:08	]Coloss s'est connecté.
[23:36:47	]?????! a subi 15 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.10; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.132; Roll: 0.876; Result: HIT;
[23:36:47	]C13:i2.HERO-26 a hit ?????! dans la head infligeant 15 dégats (Chance de crit : 0.13).
[23:36:47	]?????! a subi 15 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.10; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.132; Roll: 0.958; Result: HIT;
[23:36:47	]C13:i2.HERO-26 a hit ?????! dans la head infligeant 15 dégats (Chance de crit : 0.13).
[23:36:47	]?????! a subi 15 dégâts de C13:i2.HERO-26.
[23:36:47	]?????! est complètement guéri.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.439; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.245; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.020; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.497; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.352; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.387; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.749; Result: HIT;
[23:36:47	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:47	]C13:i3.UNION-23 a exécuté 'combine' sur l'article 'Chargeur USP' (#184913)
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.316; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.174; Result: CRIT;
[23:36:47	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.893; Result: HIT;
[23:36:47	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:47	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:47	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201438.
[23:36:47	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201439.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.489; Result: CRIT;
[23:36:47	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:47	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.015; Result: CRIT;
[23:36:47	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:47	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.385; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.980; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	]Carmine Durandal a fermé le stockage 'Armoire à dossiers moyenne' #10682.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.125; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.524; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.039; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.880; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	]C13:i3.UNION-23 a exécuté 'combine' sur l'article 'Chargeur USP' (#184915)
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.240; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.833; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.054; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.880; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	]C13:i2.HERO-26 a gagné un 'Chargeur USP' #201309.
[23:36:48	]C13:i2.HERO-26 a perdu un 'Chargeur USP' #201629.
[23:36:48	][IC] Gordon Volcom: Les crâbes de têtes, ma phobie.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.778; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.753; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.090; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.906; Result: HIT;
[23:36:48	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.434; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:48	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:48	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.134; Result: CRIT;
[23:36:48	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:48	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:49	]C13:i3.UNION-23 a exécuté 'combine' sur l'article 'Chargeur USP' (#184914)
[23:36:49	][DEBUG-WEPBAL] Chance: 0.000; Roll: 0.121; Result: HIT;
[23:36:49	]????? a hit 1ère cl. Frank Henry dans la chest infligeant 80 dégats (Chance de crit : 0.00).
[23:36:49	]1ère cl. Frank Henry a subi 80 dégâts de ?????.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.288; Result: CRIT;
[23:36:49	]Commandant Adolphe Renault a critically hit ????? infligeant 16 dégats (Chance de crit : 0.49).
[23:36:49	]????? a subi 16 dégâts de Commandant Adolphe Renault.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.621; Result: HIT;
[23:36:49	]Commandant Adolphe Renault a hit ????? infligeant 12 dégats (Chance de crit : 0.49).
[23:36:49	]????? a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.958; Result: HIT;
[23:36:49	]Commandant Adolphe Renault a hit ????? infligeant 12 dégats (Chance de crit : 0.49).
[23:36:49	]????? a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:49	]C13:i3.XRAY-75 a gagné un 'Chargeur USP' #201527.
[23:36:49	]C13:i3.XRAY-75 a perdu un 'Chargeur USP' #201528.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.222; Result: CRIT;
[23:36:49	]Commandant Adolphe Renault a critically hit ????? infligeant 16 dégats (Chance de crit : 0.49).
[23:36:49	]????? a subi 16 dégâts de Commandant Adolphe Renault.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.173; Result: CRIT;
[23:36:49	]Commandant Adolphe Renault a critically hit ????? infligeant 16 dégats (Chance de crit : 0.49).
[23:36:49	]????? a subi 16 dégâts de Commandant Adolphe Renault.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.645; Result: HIT;
[23:36:49	]Commandant Adolphe Renault a hit ????? infligeant 12 dégats (Chance de crit : 0.49).
[23:36:49	]????? a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.10; armorMod: 0.75; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.073; Roll: 0.972; Result: HIT;
[23:36:49	]Commandant Adolphe Renault a hit 1ère cl. Frank Henry dans la head infligeant 20 dégats (Chance de crit : 0.07).
[23:36:49	]1ère cl. Frank Henry a subi 20 dégâts de Commandant Adolphe Renault.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.661; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.701; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.780; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.817; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.657; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][IC] Rusa Douc: Oui oui mais la c'est different.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.499; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.714; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.916; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.604; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:49	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:49	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.517; Result: HIT;
[23:36:49	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:49	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.460; Result: CRIT;
[23:36:50	]Commandant Adolphe Renault a critically hit ????? infligeant 16 dégats (Chance de crit : 0.49).
[23:36:50	]????? a subi 16 dégâts de Commandant Adolphe Renault.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.651; Result: HIT;
[23:36:50	]Commandant Adolphe Renault a hit ????? infligeant 12 dégats (Chance de crit : 0.49).
[23:36:50	]????? a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.203; Result: CRIT;
[23:36:50	]1ère cl. Thibault Dubois a critically hit ????? infligeant 16 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 16 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.397; Result: CRIT;
[23:36:50	]1ère cl. Thibault Dubois a critically hit ????? infligeant 16 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 16 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.103; Result: CRIT;
[23:36:50	]1ère cl. Thibault Dubois a critically hit ????? infligeant 16 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 16 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.582; Result: HIT;
[23:36:50	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][IC] Syrthal'Kar: Very well.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.753; Result: HIT;
[23:36:50	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.659; Result: HIT;
[23:36:50	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.165; Result: CRIT;
[23:36:50	]1ère cl. Thibault Dubois a critically hit ????? infligeant 16 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 16 dégâts de 1ère cl. Thibault Dubois.
[23:36:50	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.75; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:50	][DEBUG-WEPBAL] Chance: 0.450; Roll: 0.648; Result: HIT;
[23:36:50	]1ère cl. Thibault Dubois a hit ????? infligeant 12 dégats (Chance de crit : 0.45).
[23:36:50	]????? a subi 12 dégâts de 1ère cl. Thibault Dubois.
