[13:28:08	]DavşanAbi has connected.
[20:59:39	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[20:59:39	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5 with ix_hands
[20:59:41	]Jerry Lawyer has taken 5 damage from Reginhard  Klaus  Wulfden.
[20:59:41	]Reginhard  Klaus  Wulfden has damaged Jerry Lawyer, dealing 5.0003 with ix_hands
[20:59:43	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[20:59:43	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0006 with ix_hands
[20:59:44	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[20:59:44	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0009 with ix_hands
[20:59:44	]Edward Rocky used command '/PM Isaac fazla uzatma'.
[20:59:45	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[20:59:45	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0012 with ix_hands
[20:59:45	][Y] Oscar Davis: Yardım.
[20:59:47	]Slavus Lavin entered observer.
[20:59:47	]C24:RL.KING-2 used command '/Radio Bu herif neden BOL'da'.
[20:59:49	]Eldric Kühn entered observer.
[20:59:50	][Y] Oscar Davis: YARDIM.
[20:59:53	]Eldric Kühn exited observer at their location.
[20:59:54	]Eldric Kühn entered observer.
[20:59:54	][IC] C24:RCT.YELLO-61: <:: Sen. ::>
[20:59:54	][ME] Frederic Schopenhauer: kıkırdıyordur
[20:59:55	]Eldric Kühn exited observer at their location.
[20:59:55	]Isaac Soft has used a context menu option with the name: rb655_door_close
[20:59:55	][IC] Frederic Schopenhauer: Hehehehe.
[20:59:57	]Ural Anderson has dropped: Yeşil Şişe (#42596); 1x Plastik Çöp (#37918); Açık Gri Kol Bandı (#21841); Kırmızı tulum pantolonu (#21844); Kırmızı Tulum (#21843);
[20:59:57	]Ural Anderson was just killed due to: accepting their death
[20:59:57	]Slavus Lavin exited observer at their location.
[20:59:58	]S10/ORD.HURRICANE-36 opened the 'Dropped Items' #4507 container.
[20:59:58	]Frederic Schopenhauer used command '/ExitAct'.
[20:59:59	]Jerry Lawyer has taken 5 damage from Reginhard  Klaus  Wulfden.
[20:59:59	]Reginhard  Klaus  Wulfden has damaged Jerry Lawyer, dealing 5.0015 with ix_hands
[20:59:59	]Ural Anderson used command '/CharGetUp'.
[21:00:00	]S10/ORD.HURRICANE-36 closed the 'Dropped Items' #4507 container.
[21:00:00	]Slavus Lavin entered observer.
[21:00:01	]Slavus Lavin exited observer at their location.
[21:00:02	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:00:02	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0018 with ix_hands
[21:00:03	][IC] C24:RCT.YELLO-61: <:: Haha. ::>
[21:00:06	]Aylin Patron used command '/SetMood scared'.
[21:00:06	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:00:06	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0021 with ix_hands
[21:00:07	][IC] Furkan Dağlı: Burası neresi!
[21:00:08	][IC] C24:RCT.YELLO-61: <:: Sen. ::>
[21:00:10	][Y] Oscar Davis: YARDIM.
[21:00:11	][IC] C24:RCT.YELLO-61: <:: Bu herifi. ::>
[21:00:11	][IC] Frederic Schopenhauer: Heheh.
[21:00:13	][IC] C24:RCT.YELLO-61: <:: Götür. ::>
[21:00:13	]C24:RL.KING-2 used command '/Radio BOL'da aranan şahıs neden BOL'da'.
[21:00:15	][IC] Eldric Kühn: Sen baya beyazsın.
[21:00:15	][Y] Oscar Davis: CP's!
[21:00:16	][IC] C24:RCT.YELLO-61: <:: Hemen. ::>
[21:00:17	][IC] C24:RCT.YELLO-61: <:: Sence. ::>
[21:00:19	][IC] Reginhard  Klaus  Wulfden: Ben bahis koyuyorum!
[21:00:20	][IC] C24:RCT.YELLO-61: <:: Nereye gidebilir. ::>
[21:00:20	][Y] Oscar Davis: CP's!
[21:00:21	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:00:21	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0024 with ix_hands
[21:00:22	][IC] Frederic Schopenhauer: Masadaki makası saplayın.
[21:00:25	][IC] C24:RCT.YELLO-61: <:: Hastaneye seni ahmak. ::>
[21:00:26	][IC] C24:RCT.YELLO-61: <:: Hemen. ::>
[21:00:27	][Y] Oscar Davis: CP's!
[21:00:27	][IC] C24:RCT.YELLO-61: <:: Yürü! ::>
[21:00:34	]C24:RCT.YELLO-61 opened the 'Dropped Items' #4802 container.
[21:00:36	][Y] Oscar Davis: CP's!
[21:00:37	]C24:RCT.YELLO-61 closed the 'Dropped Items' #4802 container.
[21:00:38	][ME] Edward Rocky: yakasını düzeltir ve saygılı bir biçimde durur
[21:00:40	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:00:40	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0027 with ix_hands
[21:00:40	][IC] C24:RL.KING-2: <:: Pekala. ::>
[21:00:43	]Eldric Kühn used command '/ActStand 1'.
[21:00:45	]Isaac Soft has used a context menu option with the name: remove
[21:00:45	]Hans Woods has performed the 'Craft Parçala: Kova' action, gaining 25 experience in crafting.
[21:00:45	]Hans Woods has gained a 'Hurda Metal' #42829.
[21:00:46	]Isaac Soft has used a context menu option with the name: remove
[21:00:47	]Isaac Soft has used a context menu option with the name: remove
[21:00:47	]Slavus Lavin entered observer.
[21:00:48	]Hans Woods has performed the 'Craft Parçala: Kova' action, gaining 25 experience in crafting.
[21:00:48	][IC] Furkan Dağlı: Efendim neden buradayım.
[21:00:49	]Jerry Lawyer has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:00:49	]Reginhard  Klaus  Wulfden has damaged Jerry Lawyer, dealing 5.003 with ix_hands
[21:00:52	]Edward Rocky used command '/ActStand 4'.
[21:00:53	]Slavus Lavin exited observer at their location.
[21:00:54	]Edward Rocky used command '/ExitAct'.
[21:00:55	]Edward Rocky used command '/ActStand 3'.
[21:00:56	]Edward Rocky used command '/ExitAct'.
[21:00:58	]Edward Rocky used command '/ActStand 2'.
[21:00:59	]Edward Rocky used command '/ExitAct'.
[21:01:01	]Edward Rocky used command '/ActStand'.
[21:01:01	]Edward Rocky used command '/ExitAct'.
[21:01:02	]S10/EOW.NOMAD-14 used command '/PM Isaac düğmelerime bassana XD'.
[21:01:03	]Edward Rocky used command '/ActStand 5'.
[21:01:05	]Hans Woods has gained a 'Boş Kahve Fincanı' #42830.
[21:01:06	][IC] Reginhard  Klaus  Wulfden: Dur!
[21:01:07	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:01:07	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0033 with ix_hands
[21:01:07	]S10/ORD.HURRICANE-36 used command '/Radio Kayıtlara göre, kendisi direnişçilerle işbirliği yapıp bir mektup elde ederek CSY'ye vermeye çalıştı'.
[21:01:08	][IC] Oscar Davis: Hayır efendim.
[21:01:08	][IC] Frederic Schopenhauer: Hehehe.
[21:01:08	]Aylin Patron used command '/SetMood default'.
[21:01:09	]Eldric Kühn used command '/ExitAct'.
[21:01:09	]C24:RCT.YELLO-61 used command '/Radio sorgulanan şahısın 10 kredisi kırılıp yeniden eğitildi'.
[21:01:12	]Oscar Davis has taken 5 damage from Reginhard  Klaus  Wulfden.
[21:01:12	]Reginhard  Klaus  Wulfden has damaged Oscar Davis, dealing 5.0036 with ix_hands
[21:01:14	][IC] Eldric Kühn: Geta 6 açar mı.
[21:01:17	][IC] C24:RL.KING-2: <:: Neden buradasın tahmin et bakalım. ::>
[21:01:18	][Y] Oscar Davis: CP's!
[21:01:18	]Hans Woods ran 'take' on item 'Boş Kupa' (#42831)
[21:01:18	]Hans Woods has gained a 'Boş Kupa' #42831.
[21:01:20	]Edward Rocky used command '/ExitAct'.
[21:01:20	]C24:RCT.YELLO-61 opened the 'Dropped Items' #4752 container.
[21:01:21	][IC] Reginhard  Klaus  Wulfden: Bayıltacaktım mis gibi...
[21:01:22	][IC] S10/EOW.NOMAD-14: <:: Sen. ::>
[21:01:22	]civilnetworks.net sadscientist (STEAM_0:1:554673781) has disconnected.
[21:01:23	][IC] S10/EOW.NOMAD-14: <:: Uzaklaş. ::>
[21:01:24	]S10/EOW.NOMAD-14 has gained a '30rnd Pulse-Şarjörü' #42791.
[21:01:24	]S10/EOW.NOMAD-14 has lost a '30rnd Pulse-Şarjörü' #42771.
[21:01:24	][IC] Furkan Dağlı: Bilmiyorum..
[21:01:27	]S10/EOW.NOMAD-14 has gained a '30rnd Pulse-Şarjörü' #42771.
[21:01:27	]S10/EOW.NOMAD-14 has lost a '30rnd Pulse-Şarjörü' #42791.
[21:01:27	]Hans Woods has performed the 'Craft Parçala: Boş Kupa' action, gaining 20 experience in crafting.
[21:01:27	]C24:RCT.YELLO-61 closed the 'Dropped Items' #4752 container.
[21:01:29	][IC] Reginhard  Klaus  Wulfden: Bütün sinirimi atmak için fırsat...
[21:01:29	]C24:RCT.YELLO-61 opened the 'Dropped Items' #4753 container.
[21:01:31	][ME] Frederic Schopenhauer: sigara kutusundan başka bir sigara alıp yakar
[21:01:32	]Hans Woods has performed the 'Craft Parçala: Boş Kahve Fincanı' action, gaining 20 experience in crafting.
[21:01:32	]C24:RCT.YELLO-61 closed the 'Dropped Items' #4753 container.
[21:01:35	]Frederic Schopenhauer ran 'smoke' on item 'Sigara' (#41734)
[21:01:36	]Frederic Schopenhauer ran 'light' on item 'Plastik Çakmak' (#33670)
[21:01:38	][IC] C24:RL.KING-2: <:: Direnişçilerle işbirliği sebebi ile. ::>
[21:01:41	][IC] S10/EOW.NOMAD-14: <:: Bohohohyt. ::>
[21:01:42	][IC] S10/EOW.NOMAD-14: <:: Haha. ::>
[21:01:43	][IC] Frederic Schopenhauer: Skya söylediler sizi.
[21:01:45	][IC] Furkan Dağlı: Hayır asla.
[21:01:46	][IC] Reginhard  Klaus  Wulfden: Bazen sinirimi atmam gerekiyr.
[21:01:47	]Isaac Soft used command '/ActSitChair'.
[21:01:48	][IC] C24:RL.KING-2: <:: Bunun sonunda ne olur biliyor musun? ::>
[21:01:48	]BVRXS has connected.
[21:01:48	][IC] Aylin Patron: Mhmm.
[21:01:50	][IC] C24:RL.KING-2: <:: Asla mı. ::>
[21:01:54	][IC] C24:RL.KING-2: <:: Bana yalancı mı diyorsun. ::>
[21:01:57	]Oscar Davis used command '/ActSitWall'.
[21:01:58	][IC] C24:RL.KING-2: <:: Biz asla hatalı olmayız. ::>
[21:01:58	]Hans Woods has gained level 7 in the Hız skill.
[21:01:59	]S10/ORD.HURRICANE-36 used command '/Radio Mektubu yazan şahıs ampute edildi ve Furkan Dağlı adlı şahsı kullanarak CSY'ye mektup vermesi için kullanmış'.
[21:02:03	]Eldric Kühn entered observer.
[21:02:04	][IC] Furkan Dağlı: Hayır efendim bi yanlış anlaşılma var.
[21:02:06	]Eldric Kühn exited observer at their location.
[21:02:07	]Oscar Davis used command '/ExitAct'.
[21:02:08	]C24:RCT.YELLO-61 used command '/Radio 10-4'.
[21:02:09	][IC] Reginhard  Klaus  Wulfden: Teklifimi düşünüyorsunuz değil mi?
[21:02:13	][IC] Furkan Dağlı: Birisi geldi bana  mektup verdi.
[21:02:13	]Hans Woods ran 'take' on item 'Bitki Saksısı' (#42832)
[21:02:13	]Hans Woods has gained a 'Bitki Saksısı' #42832.
[21:02:17	]Hans Woods ran 'take' on item 'Arıtıcı' (#42834)
[21:02:17	]Hans Woods has gained a 'Arıtıcı' #42834.
[21:02:18	]Frederic Schopenhauer ran 'Write' on item 'CİTY 24'e itafen' (#41340)
[21:02:18	]S10/EOW.NOMAD-14 entered observer.
[21:02:19	]S10/EOW.NOMAD-14 exited observer at their location.
[21:02:20	]Isaac Soft used command '/ExitAct'.
[21:02:21	]Slavus Lavin has spawned 'models/props_warehouse/office_furniture_desk_corner.mdl'.
[21:02:24	][IC] Furkan Dağlı: Direnişçi olduğunu bilmiyordum.
[21:02:24	][IC] S10/EOW.NOMAD-14: <:: Hareket ettiremedim. ::>
[21:02:26	][IC] Reginhard  Klaus  Wulfden: A-anlıyorum...
[21:02:27	][IC] Edward Rocky: Haha.
[21:02:31	][IC] Furkan Dağlı: Sonra mektubu geri aldı.
[21:02:32	]Edward Rocky entered observer.
[21:02:34	]Edward Rocky exited observer at their location.
[21:02:38	]Edward Rocky ran SAM command 'bring' with arguments: 'ural'
[21:02:39	]Slavus Lavin has spawned 'models/props_warehouse/office_furniture_desk.mdl'.
[21:02:41	][IC] Furkan Dağlı: Combine liderine götür dedi götürmedim.
[21:02:42	][AltChecker] BVRXS joined for the first time, generating new cookie.
[21:02:44	]Hans Woods has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[21:02:45	]Edward Rocky has spawned a usp.
[21:02:47	]Ural Anderson ran 'take' on item 'USP-45' (#42835)
[21:02:47	]Ural Anderson has gained a 'USP-45' #42835.
[21:02:49	][IC] S10/EOW.NOMAD-14: <:: Ben bi dk afkyım birşey yapcam. ::>
[21:02:49	][IC] C24:RCT.YELLO-61: <:: Efendim içeri gelmeme izin varmıdır. ::>
[21:02:52	][IC] S10/EOW.NOMAD-14: <:: IDAMMM. ::>
[21:02:53	]Edward Rocky has spawned a bullets_pistol.
[21:02:53	]Isaac Soft has gained a '17rnd Usp-Şarjörü' #42688.
[21:02:53	]Isaac Soft has lost a '17rnd Usp-Şarjörü' #42689.
[21:02:53	]Edward Rocky has spawned a bullets_pistol.
[21:02:53	][IC] C24:RL.KING-2: <:: İçeri gir. ::>
[21:02:54	]Slavus Lavin has spawned 'models/props_warehouse/office_furniture_desk.mdl'.
[21:02:55	][IC] Reginhard  Klaus  Wulfden: 250-300.
[21:02:55	]Ural Anderson ran 'take' on item '9mm Tabanca Mermisi' (#42836)
[21:02:55	]Ural Anderson has gained a '9mm Tabanca Mermisi' #42836.
[21:02:56	]Ural Anderson ran 'take' on item '9mm Tabanca Mermisi' (#42837)
[21:02:56	]Ural Anderson has gained a '9mm Tabanca Mermisi' #42837.
[21:02:57	][IC] Furkan Dağlı: Evrensel birliğe aykırı bişey asla yapma.
[21:02:57	][IC] Eldric Kühn: Beyler yardım.
[21:03:00	][W] Reginhard  Klaus  Wulfden: Dolandıracağım.
[21:03:02	]Revain loaded the character 'Daniel Reynolds'
[21:03:03	]Aylin Patron has set Reginhard  Klaus  Wulfden's name to Reginhard Klaus Wulfden.
[21:03:03	]Aylin Patron has used a context menu option with the name: ixsetcharname
[21:03:03	][IC] Eldric Kühn: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA.
[21:03:05	][IC] C24:RCT.YELLO-61: <:: Emredin. ::>
[21:03:05	]Daniel Reynolds entered observer.
[21:03:05	]Frederic Schopenhauer used command '/ActSitChair'.
[21:03:05	]Slavus Lavin entered observer.
[21:03:06	]Slavus Lavin exited observer at their location.
[21:03:07	]Daniel Reynolds exited observer at their location.
[21:03:08	]Daniel Reynolds used command '/ActSit 4'.
[21:03:08	][W] Reginhard Klaus Wulfden: Kol bandını verecek gibi yapacağım.
[21:03:10	]Daniel Reynolds entered observer.
[21:03:10	]Edward Rocky has spawned a magazine_usp_15rnd.
[21:03:13	]Ural Anderson ran 'take' on item '17rnd Usp-Şarjörü' (#42838)
[21:03:13	]Ural Anderson has gained a '17rnd Usp-Şarjörü' #42838.
[21:03:13	]Slavus Lavin has spawned 'models/props_warehouse/office_furniture_desk_corner.mdl'.
[21:03:13	][IC] C24:RL.KING-2: <:: Rehabilitasyon uygula, ve 5 sadakat puanını kır. ::>
[21:03:14	]Hans Woods ran 'take' on item 'Bitki Saksısı' (#42839)
[21:03:14	]Hans Woods has gained a 'Bitki Saksısı' #42839.
[21:03:16	][IC] Reginhard Klaus Wulfden: Çok uygun...
[21:03:16	]Henry Stadtfeld has taken 14 damage from worldspawn.
[21:03:16	]Daniel Reynolds exited observer at their location.
[21:03:17	][IC] C24:RL.KING-2: <:: Ağırlaştırılmış değil. ::>
[21:03:17	]Daniel Reynolds used command '/ActSit 4'.
[21:03:18	]Daniel Reynolds used command '/ExitAct'.
[21:03:19	][IC] C24:RCT.YELLO-61: <:: 10-4. ::>
[21:03:19	][IC] C24:RL.KING-2: <:: Rehabilitasyon. ::>
[21:03:19	]Hans Woods ran 'take' on item 'Elektronik devreler' (#42840)
[21:03:19	]Hans Woods has gained a 'Elektronik devreler' #42840.
[21:03:20	][PICKUP DISPENSER] Fluffy SAKNE ( Tommy Gatti ) picked up an item from the pickup dispenser.
[21:03:20	]Tommy Gatti has gained a 'Açık Kahverengi Ekose' #42842.
[21:03:21	]Edward Rocky ran SAM command 'return' with arguments: 'ural'
[21:03:23	][IC] C24:RCT.YELLO-61: <:: Sen. ::>
[21:03:26	][IC] C24:RCT.YELLO-61: <:: Arkanı dön. ::>
[21:03:26	]Hans Woods ran 'take' on item 'Arıtıcı' (#42841)
[21:03:26	]Hans Woods has gained a 'Arıtıcı' #42841.
[21:03:27	]Revain loaded the character 'S10/EOW.NOMAD-14'
[21:03:28	]Isaac Soft has gained a '17rnd Usp-Şarjörü' #42689.
[21:03:28	]Isaac Soft has lost a '17rnd Usp-Şarjörü' #42688.
[21:03:29	]Edward Rocky entered observer.
[21:03:30	]Edward Rocky exited observer at their location.
[21:03:31	][IC] C24:RCT.YELLO-61: <:: Şimdi. ::>
[21:03:31	]Slavus Lavin entered observer.
[21:03:31	][IC] S10/EOW.NOMAD-14: <:: Sa. ::>
[21:03:31	]Edward Rocky entered observer.
[21:03:32	]Slavus Lavin exited observer at their location.
[21:03:32	]Eldric Kühn entered observer.
[21:03:32	][IC] C24:RCT.YELLO-61: <:: Applly. ::>
[21:03:34	]Isaac Soft entered observer.
[21:03:34	]Edward Rocky exited observer at their location.
[21:03:35	][IC] C24:RCT.YELLO-61: <:: Doğrula. ::>
[21:03:36	][Y] Oscar Davis: CP's!
[21:03:36	][IC] Reginhard Klaus Wulfden: Bir paketten 80 kağıt kazanıyorsunuz bence abartmayın...
[21:03:36	]S10/EOW.NOMAD-14 entered observer.
[21:03:37	]C24:RL.KING-2 ran SAM command 'asay' with arguments: 'Posla biz nasıl ceza keseceğiz'
[21:03:37	]BVRXS (STEAM_0:1:179616849) has disconnected.
[21:03:38	]Isaac Soft exited observer at their location.
[21:03:39	]Eldric Kühn exited observer at their location.
[21:03:40	]S10/EOW.NOMAD-14 exited observer at their location.
[21:03:43	][Y] Oscar Davis: *Coughing*.
[21:03:44	][IC] C24:RCT.YELLO-61: <:: Doğrula dedim. ::>
[21:03:44	]Frederic Schopenhauer used command '/ExitAct'.
[21:03:45	][IC] S10/EOW.NOMAD-14: <:: Bune amk. ::>
[21:03:46	]Eldric Kühn entered observer.
[21:03:46	][LOOC] C24:RCT.YELLO-61: /id
[21:03:48	][IC] S10/EOW.NOMAD-14: <:: Beyaz çizgi var. ::>
[21:03:48	]Edward Rocky entered observer.
[21:03:49	][IC] Oscar Davis: Beni terzide dövdüler.
[21:03:49	]Edward Rocky exited observer at their location.
[21:03:50	]Edward Rocky entered observer.
[21:03:50	]Eldric Kühn exited observer at their location.
[21:03:52	]Edward Rocky exited observer at their location.
[21:03:56	]Edward Rocky has spawned 'models/props_combine/breenchair.mdl'.
[21:03:57	]Slavus Lavin has spawned 'models/props_office/desk_01.mdl'.
[21:03:58	]Edward Rocky has spawned a usable entity class 'ix_chair' with model 'models/props_combine/breenchair.mdl'.
[21:03:58	]Edward Rocky has used a context menu option with the name: ixusableentitycreate
[21:03:58	][IC] C24:RL.KING-2: <:: Kol bandın olmazsa döverler tabi. ::>
[21:03:59	]Furkan Dağlı used command '/ID apply'.
[21:04:00	]Frederic Schopenhauer used command '/ActLean'.
[21:04:01	][IC] S10/EOW.NOMAD-14: <:: Bunda niye beyaz çizgi var. ::>
[21:04:04	]Oscar Davis used command '/StaticCharActionSet ağır yumruklarla dövülmüş gibi bir yarası var.'.
[21:04:04	][IC] C24:RL.KING-2: <:: Ben de dövmemi ister misin? ::>
[21:04:06	]Edward Rocky entered observer.
[21:04:07	]Slavus Lavin entered observer.
[21:04:08	]Edward Rocky exited observer at their location.
[21:04:08	][IC] Reginhard Klaus Wulfden: Bu şerefsiz beni hep gözüne kestiriyorç.
[21:04:08	]Frederic Schopenhauer used command '/ExitAct'.
[21:04:08	]Edward Rocky entered observer.
[21:04:08	][IC] Oscar Davis: Kol bandımı yırtılar.
[21:04:09	]Slavus Lavin exited observer at their location.
[21:04:09	]S10/EOW.NOMAD-14 entered observer.
[21:04:12	][IC] Oscar Davis: Kol bandım vardı.
[21:04:12	]Eldric Kühn entered observer.
[21:04:16	]Hans Woods has gained a 'Kahverengi Ayakkabı' #42843.
[21:04:17	]Henry Stadtfeld ran 'take' on item 'Boş Kahve Fincanı' (#39664)
[21:04:17	]Henry Stadtfeld has gained a 'Boş Kahve Fincanı' #39664.
[21:04:17	][IC] Reginhard Klaus Wulfden: Levyeyi alırken gördü...
[21:04:18	]Slavus Lavin entered observer.
[21:04:19	][IC] C24:RL.KING-2: <:: Hmph. ::>
[21:04:19	]Isaac Soft entered observer.
[21:04:19	]Eldric Kühn exited observer at their location.
[21:04:20	]Eldric Kühn entered observer.
[21:04:21	]Edward Rocky exited observer at their location.
[21:04:21	]Eldric Kühn exited observer at their location.
[21:04:22	][IC] C24:RL.KING-2: <:: Kimlik doğrula,. ::>
[21:04:24	]Edward Rocky entered observer.
[21:04:25	]Oscar Davis used command '/ID'.
[21:04:25	]Eldric Kühn entered observer.
[21:04:28	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'ben kullanmıyorum acıkcası'
[21:04:29	]Slavus Lavin exited observer at their location.
[21:04:32	]Hans Woods has gained a 'Metal Dişli' #42844.
[21:04:33	]Eldric Kühn ran SAM command 'asay' with arguments: 'neyi'
[21:04:33	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'kredi kesme olayını'
[21:04:33	][IT] Oscar Davis: tablette kayıtlı çıkmamakta
[21:04:34	]Edward Rocky exited observer at their location.
[21:04:34	]Eldric Kühn exited observer at their location.
[21:04:35	]Eldric Kühn entered observer.
[21:04:38	][IC] C24:RCT.YELLO-61: <:: 5 puanın kırıldı. ::>
[21:04:38	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'adamlar zaten fakir amk'
[21:04:38	]Aylin Patron used command '/ActStand 4'.
[21:04:39	][IC] Reginhard Klaus Wulfden: O benim distribütörüm...
[21:04:39	]Isaac Soft exited observer at their location.
[21:04:40	]Eldric Kühn exited observer at their location.
[21:04:42	][IT] Oscar Davis: tablet böyle bir cid bulunmadığını söylemetedir.
[21:04:42	]S10/EOW.NOMAD-14 exited observer at their location.
[21:04:43	][ME] Edward Rocky: yakasını düzeltir ve saygılı bir biçimde durur
[21:04:47	][IC] C24:RL.KING-2: <:: Sen vatandaş değilsin. ::>
[21:04:48	][IC] Furkan Dağlı: Ah.
[21:04:50	][IC] C24:RCT.YELLO-61: <:: Kurallara uymadığın için tekrar eğiitiliceksin. ::>
[21:04:50	]Slavus Lavin entered observer.
[21:04:51	][IC] S10/EOW.NOMAD-14: <:: Wonu karıstırma. ::>
[21:04:52	][IC] Oscar Davis: Nasıl?
[21:04:52	]Hans Woods has gained a 'Boş Kupa' #42845.
[21:04:54	]Slavus Lavin exited observer at their location.
[21:04:56	][IC] Hans Woods: Ay.
[21:04:56	][IC] Furkan Dağlı: Anlıyorum.
[21:04:57	][IC] C24:RCT.YELLO-61: <:: SANA ARKANA DÖN DEDİİM Mİ. ::>
[21:04:57	][IC] Oscar Davis: Kimliğim burada.
[21:04:58	][IC] C24:RL.KING-2: <:: Duvara geç. ::>
[21:04:58	][IC] Hans Woods: .
[21:04:59	][IC] C24:RCT.YELLO-61: <:: AHMAK HERİF. ::>
[21:05:01	]Wonder Of You loaded the character 'Wallace Breen'
[21:05:02	][IC] C24:RCT.YELLO-61: <:: CANINA MI SUSADIN. ::>
[21:05:03	]Wallace Breen entered observer.
[21:05:05	]C24:RL.KING-2 ran 'Use' on item 'Lastik Kelepçe' (#36964)
[21:05:05	][IC] Reginhard Klaus Wulfden: Benim size vereceğim ürünlerden en az 700 kazanırsınız!
[21:05:08	]C24:RCT.YELLO-61 has critically hit Furkan Dağlı dealing 8 damage (CritChance was 1.00).
[21:05:08	]Furkan Dağlı has taken 7 damage from C24:RCT.YELLO-61.
[21:05:09	]Wallace Breen exited observer at their location.
