[14:55:25	]bquits has connected.
[20:45:32	]Arthur Kreuzberg entered observer.
[20:45:34	]Arthur Kreuzberg exited observer at their location.
[20:45:34	]Arthur Kreuzberg entered observer.
[20:45:36	]Arthur Kreuzberg exited observer at their location.
[20:45:38	]Arthur Kreuzberg entered observer.
[20:45:39	][IC] Martin Rock: Şu siktiğiminin zamanı.
[20:45:41	][IC] Antuan Demiralev: Meditasyon yapıyorsun.
[20:45:41	]Arthur Kreuzberg opened the 'Büyük Metal Dolap' #5899 container.
[20:45:44	][IC] Martin Rock: Herşeyi o kontrol ediyor.
[20:45:45	]Rose Glass has gone afk.
[20:45:53	][IC] Antuan Demiralev: Peki zamanı kim kontrol ediyor?
[20:45:56	]Michael Ryan used command '/PM martin olm nerdesiniz siz'.
[20:45:57	]Arthur Kreuzberg closed the 'Büyük Metal Dolap' #5899 container.
[20:46:01	][IC] Martin Rock: Belki ben...
[20:46:01	]??????? has spawned a 'Entity [3311][npc_antlion_burrowed]'.
[20:46:01	]Arthur Kreuzberg opened the 'Orta Dosya Dolabı' #5879 container.
[20:46:03	]Arthur Kreuzberg closed the 'Orta Dosya Dolabı' #5879 container.
[20:46:04	]Arthur Kreuzberg opened the 'Arthur'un Buzdolabı' #5789 container.
[20:46:04	]Michael Ryan used command '/PM martin yarım saattir sizi arıyorum amk'.
[20:46:05	][IC] Martin Rock: Belkide başka biri.
[20:46:06	]Arthur Kreuzberg closed the 'Arthur'un Buzdolabı' #5789 container.
[20:46:06	]Arthur Kreuzberg opened the 'Dosya Dolabı' #5795 container.
[20:46:08	]Arthur Kreuzberg closed the 'Dosya Dolabı' #5795 container.
[20:46:08	][IC] Martin Rock: Bilemiyorum.
[20:46:08	]Arthur Kreuzberg opened the 'Dosya Dolabı' #5795 container.
[20:46:08	]Arthur Kreuzberg closed the 'Dosya Dolabı' #5795 container.
[20:46:13	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'maya'
[20:46:13	]??????? has spawned a 'Entity [6103][npc_antlion_burrowed]'.
[20:46:15	][IC] Antuan Demiralev: Çok dikkat çekiyorsun.
[20:46:16	]??????? has spawned a 'Entity [6227][npc_antlion_burrowed]'.
[20:46:18	]Martin Rock used command '/PM Ryan arthura yaz'.
[20:46:21	][IC] Martin Rock: Farkındayım.
[20:46:24	][IC] Martin Rock: Onlar kaşındı.
[20:46:26	]Michael Ryan used command '/PM martin yazdım basedeyiz dedi'.
[20:46:30	]Rose Glass is no longer afk. Total time spent AFK: 340
[20:46:31	][IC] Antuan Demiralev: İnsanlar kaşınmaz martin.
[20:46:34	][IC] Antuan Demiralev: İnsanlar merak eder.
[20:46:35	]Michael Ryan used command '/PM martin ama hangi base'.
[20:46:41	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'antuan'
[20:46:43	][IC] Martin Rock: BENİMLE ALAY ETTİLER SANKİ!
[20:46:43	]Michael Ryan used command '/PM martin nedense daha yazamıyom arthura'.
[20:46:53	]Arthur Kreuzberg used command '/PM antuan arthurun güvendiğini söyle ona'.
[20:46:55	]Michael Ryan used command '/PM arthur .'.
[20:46:58	][IC] Antuan Demiralev: Burada olmamalısın.
[20:47:00	]Michael Ryan used command '/PM arthur hangi basedesiniz'.
[20:47:04	][IC] Martin Rock: Durmadan özel alanıma giriyorlar!
[20:47:04	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'michael'
[20:47:05	][IC] Antuan Demiralev: İnsanların güvenini kazanmışsın.
[20:47:06	]Michael Ryan used command '/PM arthur yeri nerde'.
[20:47:09	][IC] Antuan Demiralev: Özellikle arthurun.
[20:47:12	][IC] Antuan Demiralev: Amacın ne?
[20:47:14	][IC] Martin Rock: Antuan ben buraya alıştım.
[20:47:17	]Arthur Kreuzberg ran SAM command 'bring' with arguments: 'michael'
[20:47:17	][IC] Martin Rock: Amacım intikam.
[20:47:24	][IC] Martin Rock: O piç fyodordan!
[20:47:27	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'antuan'
[20:47:30	][IC] Antuan Demiralev: Naptı sana o?
[20:47:33	]Michael Ryan opened the 'Tıbbi Dolap' #5821 container.
[20:47:36	]Michael Ryan closed the 'Tıbbi Dolap' #5821 container.
[20:47:42	][IC] Martin Rock: O SİKTİĞİMİNİN RUSU KIZIMI ÖLDÜRDÜ.
[20:47:53	][IC] Martin Rock: GÖZÜMÜN ÖNÜNDE KAFASINA 2 ADET KURŞUN SIKTI.
[20:47:57	][IC] Antuan Demiralev: Sen artık insan değilsin martin.
[20:48:00	][IC] Antuan Demiralev: Senin kızın yok.
[20:48:06	][IC] Martin Rock: ESKİDEN VARDI.
[20:48:10	][IC] Martin Rock: ELİMDEN ALDI.
[20:48:10	][IC] Antuan Demiralev: Eskiden diye bir şey yok.
[20:48:15	][IC] Antuan Demiralev: An şimdidir.
[20:48:21	][IC] Michael Ryan: *Öksürme*.
[20:48:24	][IC] Martin Rock: An şimdidir fakat...
[20:48:35	]Michael Ryan used command '/ActDown'.
[20:48:36	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'rose'
[20:48:40	][ME] Martin Rock: eline saati alır ve arkasındaki ayar kısmıyla saati geri çeker
[20:48:44	][IC] Martin Rock: Bak...
[20:48:48	][ME] Michael Ryan: yavaşça gözlerini kapatır ve uykuya dalar
[20:48:48	][IC] Martin Rock: Saat geriledi.
[20:48:50	]Arthur Kreuzberg admin-searched the 'Büyük Metal Dolap' #5796 container.
[20:48:50	]Arthur Kreuzberg has used a context menu option with the name: wncontainer_view
[20:48:54	]Arthur Kreuzberg admin-closed the 'Büyük Metal Dolap' #5796 container.
[20:48:57	][IC] Martin Rock: Demekki zihnimiz zamanı fark ediyor.
[20:48:58	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'antuan'
[20:49:00	][IC] Martin Rock: Ve geçmişi hatırlıyoruz.
[20:49:07	][IC] Martin Rock: Herşey şimdiki an değildir antuan.
[20:49:17	]Antuan Demiralev has spawned a 'Entity [6118][pfx5_02]'.
[20:49:19	]Arthur Kreuzberg has used a context menu option with the name: rb655_light_off
[20:49:20	][IC] Antuan Demiralev: An şimdidir.
[20:49:24	][IC] Antuan Demiralev: Sana bunu kanıtlayacağım.
[20:49:24	][IC] Martin Rock: ...
[20:49:30	]??????? ran SAM command 'asay' with arguments: 'Ben kaçtım iyi akşamlar'
[20:49:33	]Martin Rock ran SAM command 'asay' with arguments: 'ig'
[20:49:34	]Arthur Kreuzberg ran SAM command 'asay' with arguments: 'eyw görüşrüüz'
[20:49:35	]Arthur Kreuzberg ran SAM command 'asay' with arguments: 'ig'
[20:49:40	]DavşanAbi (STEAM_0:0:100418262) has disconnected.
[20:49:53	][ME] Antuan Demiralev: Antuan bulunduğu mekandaki zamanı 1 milyar yıl geriye alır ve mağarayı buz çağına dönüştürür
[20:50:04	][IC] Antuan Demiralev: An.
[20:50:06	][IC] Antuan Demiralev: Şimdidir.
[20:50:07	]Arthur Kreuzberg has spawned a 'Entity [5888][pfx4_05]'.
[20:50:11	][IC] Martin Rock: Fakat.
[20:50:11	]Arthur Kreuzberg has spawned a 'Entity [5925][pfx4_05]'.
[20:50:13	][IC] Martin Rock: Zamanı geri aldın.
[20:50:14	]Arthur Kreuzberg has spawned a 'Entity [6091][pfx4_05]'.
[20:50:16	]Arthur Kreuzberg has spawned a 'Entity [6099][pfx4_05]'.
[20:50:16	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:50:16	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:50:16	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:50:16	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:50:22	]Arthur Kreuzberg has spawned a 'Entity [6118][pfx4_08]'.
[20:50:24	][IC] Antuan Demiralev: Geri diye bir şey yoktur.
[20:50:24	][IC] Martin Rock: Doğru bir yanıltma yöntemi.
[20:50:29	]Arthur Kreuzberg has spawned a 'Entity [5930][pfx4_08]'.
[20:50:31	]Arthur Kreuzberg has spawned a 'Entity [6076][pfx4_08]'.
[20:50:34	][IC] Martin Rock: Fakat ben insanlar gibi değilim.
[20:50:41	][IC] Antuan Demiralev: Senin ne olduğunu çok iyi biliyorum.
[20:50:46	][IC] Martin Rock: Bende senin.
[20:50:46	][IT] Arthur Kreuzberg: Etrafın soğudunu fark ediyorsunuz...
[20:50:59	][IC] Antuan Demiralev: Senin kızın yok.
[20:51:01	][IT] Arthur Kreuzberg: Ateşin artık yanmadığını görüyorsunuz....
[20:51:04	]Martin Rock used command '/ExitAct'.
[20:51:04	][IC] Antuan Demiralev: Senin düşmanların yok.
[20:51:05	]Arthur Kreuzberg has spawned a 'Entity [5888][pfx4_01~]'.
[20:51:07	][IC] Antuan Demiralev: Sen de yoksun.
[20:51:10	]Martin Rock has used a context menu option with the name: rb655_light_on
[20:51:16	]Arthur Kreuzberg has spawned a 'Entity [5888][pfx2_05]'.
[20:51:19	][IC] Martin Rock: Ben kızım öldükten sonra yok oldum.
[20:51:26	][IC] Antuan Demiralev: Kızın yaşasaydı.
[20:51:30	][IC] Antuan Demiralev: Ne olacağını görmek için.
[20:51:32	][IC] Antuan Demiralev: Gittin mi?
[20:51:35	]Arthur Kreuzberg has spawned a 'Entity [6244][pfx8_02]'.
[20:51:36	][IC] Martin Rock: Görüyormusun bu tüm zaman dalgalarını.
[20:51:38	]Arthur Kreuzberg has spawned a 'Entity [6244][pfx8_03]'.
[20:51:38	]Michael Ryan used command '/CharFallOver'.
[20:51:50	][IC] Martin Rock: Antuan.
[20:51:55	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:51:55	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:51:55	]Arthur Kreuzberg has taken 1 damage from env_fire.
[20:51:55	][IC] Martin Rock: Intikamın bedeli ağırdır.
[20:51:59	][IC] Martin Rock: Bu kadar yeter.
[20:52:07	]Arthur Kreuzberg has given himself a suitcase.
[20:52:07	]Arthur Kreuzberg has gained a 'Bavul' #63523.
[20:52:08	][ME] Martin Rock: zaman boşluğuna doğru yürür ve yok olur
[20:52:11	]Martin Rock entered observer.
[20:52:11	][IC] Antuan Demiralev: Buradaki algıyı bozmana izin vermeyeceğim.
[20:52:21	][IT] Arthur Kreuzberg: antuan antuanın yanında bir bavul olduğunu görüyorsunuz
[20:52:21	]Martin Rock exited observer at their location.
[20:52:23	]Arthur Kreuzberg ran 'drop' on item 'Bavul' (#63523)
[20:52:23	]Arthur Kreuzberg has lost a 'Bavul' #63523.
[20:52:26	]Sinyor Gordon loaded the character 'Fyodor Tarkovsky'
[20:52:32	]Fyodor Tarkovsky entered observer.
[20:52:33	][IC] Antuan Demiralev: Bay G.
[20:52:36	]Antuan Demiralev ran 'take' on item 'Bavul' (#63523)
[20:52:36	]Antuan Demiralev has gained a 'Bavul' #63523.
[20:52:37	]Fyodor Tarkovsky exited observer at their location.
[20:52:42	]Antuan Demiralev ran 'Equip' on item 'Bavul' (#63523)
[20:52:48	]Fyodor Tarkovsky entered observer.
[20:52:52	]Fyodor Tarkovsky exited observer at their location.
[20:52:53	][IT] Arthur Kreuzberg: Arkandan bir geçit açılıyor...
[20:52:53	][IC] Antuan Demiralev: Şimdi sıçtım işte.
[20:53:13	][IT] Antuan Demiralev: Ne görmekteyim
[20:53:16	][IC] Rose Glass: Ps.
[20:53:20	][IC] Fyodor Tarkovsky: Ahh.
[20:53:21	][IC] Rose Glass: Ne dedi adam.
[20:53:28	][IC] Fyodor Tarkovsky: Martin.
[20:53:31	][IC] Rose Glass: Onu öldürdünmü.
[20:53:31	][IC] Fyodor Tarkovsky: Normal biri değilmiş.
[20:53:38	][IC] Fyodor Tarkovsky: Tek bildiğim bu.
[20:53:39	]Ender has unloaded their "Michael Ryan" character.
[20:53:46	]bquits created the character 'bquits'
[20:53:46	]bquits loaded the character 'bquits'
[20:53:46	]bquits has gained a 'Küçük Çanta' #63524.
[20:53:46	]bquits has gained a 'Büyük Çanta' #63525.
[20:53:46	][IC] Fyodor Tarkovsky: O sapık dün gece beni hep takip etti ve bi anda yok oldu.
[20:53:47	]bquits entered observer.
[20:53:52	][IT] Antuan Demiralev: Ne görmekteyim?
[20:53:52	][IC] Fyodor Tarkovsky: Çevreme bir sürü ceset yağdırdı.
[20:53:54	]bquits ran SAM command 'goto' with arguments: 'ANTUAN'
[20:53:54	][IC] Fyodor Tarkovsky: Lanet herif.
[20:53:58	][IC] Rose Glass: O şerefsiz  benide takip etti.
[20:53:59	][IT] bquits: beyaz bir geçit
[20:54:04	][IC] Fyodor Tarkovsky: Ama normal bir şekilde değil.
[20:54:10	][IT] Antuan Demiralev: Geçitten kim geliyor?
[20:54:16	][IC] Fyodor Tarkovsky: Uçuyor ışınlanıyor ama bir şekilde kaçıyor.
[20:54:18	][IT] bquits: Uzaktan bir insan görüyorsun...
[20:54:20	][IC] Fyodor Tarkovsky: Zaman...
[20:54:21	][IC] Rose Glass: Şerefsiz herif.
[20:54:27	][IC] Fyodor Tarkovsky: Normal değil bu.
[20:54:28	][IC] Rose Glass: Nerede o ?
[20:54:29	]Fyodor Tarkovsky ran 'Consume' on item 'Puka Vodna' (#63519)
[20:54:29	]Fyodor Tarkovsky has gained a level -3 long boost in Güç.
[20:54:29	]Fyodor Tarkovsky has updated their Çeviklik long boost target to -3 (current : 3).
[20:54:29	]Fyodor Tarkovsky has updated their Zeka long boost target to -3 (current : 3).
[20:54:29	]Fyodor Tarkovsky has updated their Algı long boost target to -3 (current : 1).
[20:54:29	]Fyodor Tarkovsky has gained a 'Boş Bira Şişesi' #63526.
[20:54:36	][IC] Fyodor Tarkovsky: Biilmiyorum.
[20:54:40	][IC] Rose Glass: Pekala.
[20:54:45	][IT] bquits: Arkandan bir geçit daha açılıyor...
[20:54:45	][IC] Fyodor Tarkovsky: Umarım antuan icabına bakmıştır.
[20:54:47	]bquits has used a context menu option with the name: remove
[20:54:48	]bquits exited observer at their location.
[20:54:49	][IC] Rose Glass: Umarım.
[20:54:59	][IC] Rose Glass: Bu kitap.
[20:55:00	][IC] Rose Glass: Kimin.
[20:55:02	]bquits used command '/CharSetModel Bquit models/wn/sectorial.mdl'.
[20:55:05	]Fyodor Tarkovsky ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[20:55:11	][IC] bquits: Görevini tamamladın antuan.
[20:55:13	]Fyodor Tarkovsky ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[20:55:14	][IC] Antuan Demiralev: Burada işler çok karıştı bay B.
[20:55:19	]Rose Glass ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[20:55:24	][IC] bquits: Biliyorum...
[20:55:25	][IC] Fyodor Tarkovsky: Muhammet sanırsam...
[20:55:30	][IC] Rose Glass: Lanet olsunş.
[20:55:32	][IC] Rose Glass: ...
[20:55:36	][IC] bquits: Bu işi başarabileceğini düşündüm ve....
[20:55:37	]Fyodor Tarkovsky ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[20:55:38	]Ender loaded the character 'Michael Ryan'
[20:55:43	]Rose Glass ran SAM command 'asay' with arguments: 'amına koyim müziğe bak'
[20:55:46	][IC] bquits: Sana çanta mı uzattım.
[20:55:53	]Rose Glass used command '/ActSit 6'.
[20:55:55	]Rose Glass used command '/ExitAct'.
[20:55:56	]Bürokrat used command '/CharSetName bquit Bürokrat'.
[20:55:57	][IC] Michael Ryan: Selam.
[20:56:00	][IC] Fyodor Tarkovsky: Merhaba.
[20:56:02	][IC] Rose Glass: Merhaba.
[20:56:03	]Antuan Demiralev is fully healed.
[20:56:10	][IC] Antuan Demiralev: Bu solucanı.
[20:56:14	][IC] Michael Ryan: Anlatabilirmiyim.
[20:56:15	][IC] Michael Ryan: Şu adamı.
[20:56:15	][IC] Antuan Demiralev: Siz mi ortaya çıkardınız?
[20:56:16	][IC] Fyodor Tarkovsky: Biraz dinleneceğim vodka ağır geldi amınakoyayım.
[20:56:18	][IC] Michael Ryan: Beni takip eden.
[20:56:19	][IC] Fyodor Tarkovsky: Martini anlat.
[20:56:21	][IC] Bürokrat: Solucan...
[20:56:23	][IC] Fyodor Tarkovsky: Lan herkesi takip etmiş.
[20:56:26	][IC] Fyodor Tarkovsky: Psikopar.
[20:56:28	][IC] Bürokrat: Evet...
[20:56:28	][IC] Fyodor Tarkovsky: AHH.
[20:56:29	][IC] Antuan Demiralev: Ben de bir Solucanım efendim.
[20:56:34	][IT] Fyodor Tarkovsky: ayakta zor duruyordur
[20:56:35	]Rose Glass opened the 'Büyük Metal Dolap' #5899 container.
[20:56:38	][IC] Bürokrat: Ona şaşmamalı.
[20:56:41	][ME] Fyodor Tarkovsky: duvardan destek alır
[20:56:42	]Rose Glass has gained a 'Yeşil Direnişçi Üniforması' #59981 from a container with the name 'Büyük Metal Dolap' #5899.
[20:56:42	]Rose Glass closed the 'Büyük Metal Dolap' #5899 container.
[20:56:43	]Michael Ryan ran 'Write' on item 'M\h0met 02^#$> GÜNLÜĞÜ (yıpranmış)' (#55576)
[20:56:47	][IC] Bürokrat: Söyleceklerim bu kadar antuan.
[20:56:49	][IC] Michael Ryan: Iyimisin?
[20:56:50	][ME] Rose Glass: elinde bir kıyafet taşımaktadır
[20:56:51	][IC] Fyodor Tarkovsky: Büyülü bir herif.
[20:56:51	][IC] Antuan Demiralev: Bekleyin.
[20:56:55	][IC] Bürokrat: Görevin Çanta...
[20:56:55	][IC] Rose Glass: Micheal.
[20:56:57	][IC] Rose Glass: Al bunu giy.
[20:56:59	][IC] Michael Ryan: Ah evet.
[20:57:01	][IC] Michael Ryan: Teşekkür ederim.
[20:57:01	]Rose Glass ran 'drop' on item 'Yeşil Direnişçi Üniforması' (#59981)
[20:57:01	]Rose Glass has lost a 'Yeşil Direnişçi Üniforması' #59981.
[20:57:04	][IC] Antuan Demiralev: Anlaşıldı.
[20:57:05	]Fyodor Tarkovsky entered observer.
[20:57:05	][IT] Bürokrat: bir geçit açılır
[20:57:08	]Antuan Demiralev has spawned a 'Entity [6190][pfx5_02]'.
[20:57:09	]Bürokrat has spawned a 'Entity [6245][pfx4_0a]'.
[20:57:10	]Fyodor Tarkovsky ran SAM command 'goto' with arguments: 'bür'
[20:57:10	]Bürokrat has spawned a 'Entity [6247][pfx4_05]'.
[20:57:12	]Bürokrat entered observer.
[20:57:13	]Rose Glass used command '/ActSit 7'.
[20:57:13	]Antuan Demiralev entered observer.
[20:57:22	]Bürokrat exited observer at their location.
[20:57:23	]Antuan Demiralev has taken 1 damage from env_fire.
[20:57:23	]Antuan Demiralev has taken 1 damage from env_fire.
[20:57:23	]Antuan Demiralev has taken 1 damage from env_fire.
[20:57:23	]Antuan Demiralev has taken 1 damage from env_fire.
[20:57:26	][LOOC] Michael Ryan: farklı bir karakterle sahip olduğunuz ürünle etkileşime geçemezsiniz şlkAGŞLAFKLGADFG
[20:57:30	]bquits (STEAM_0:0:142449284) deleted character 'Bürokrat'
[20:57:32	][LOOC] Rose Glass: EWQUIEHWQGUEWQEWQ
[20:57:33	]Rose Glass used command '/ExitAct'.
[20:57:36	]Rose Glass ran 'take' on item 'Yeşil Direnişçi Üniforması' (#59981)
[20:57:36	]Rose Glass has gained a 'Yeşil Direnişçi Üniforması' #59981.
[20:57:40	][LOOC] Rose Glass: bekle
[20:57:41	]Fyodor Tarkovsky ran SAM command 'goto' with arguments: 'mic'
[20:57:43	][IC] Michael Ryan: W.
[20:57:46	]Fyodor Tarkovsky exited observer at their location.
[20:57:50	][IC] Michael Ryan: Zaten kıyafetim var.
[20:57:52	][IC] Michael Ryan: Gerek yok sağol.
[20:57:54	][IC] Rose Glass: Söylesene.
[20:57:57	]Rose Glass opened the 'Büyük Metal Dolap' #5899 container.
[20:58:01	][IC] Michael Ryan: Rose.
[20:58:03	]Rose Glass has transferred a 'Yeşil Direnişçi Üniforması' #59981 to a container with the name 'Büyük Metal Dolap' #5899.
[20:58:03	]Rose Glass has gained a 'Deri Ceket' #62518 from a container with the name 'Büyük Metal Dolap' #5899.
[20:58:05	]Rose Glass has gained a 'Otoriter Pantolon' #62546 from a container with the name 'Büyük Metal Dolap' #5899.
[20:58:05	][IC] Michael Ryan: Şu adamı.
[20:58:05	]Rose Glass has transferred a 'Deri Ceket' #62518 to a container with the name 'Büyük Metal Dolap' #5899.
[20:58:06	]Rose Glass has gained a 'Otoriter' #62545 from a container with the name 'Büyük Metal Dolap' #5899.
[20:58:06	]Rose Glass closed the 'Büyük Metal Dolap' #5899 container.
[20:58:08	][IC] Michael Ryan: Rüyamda gördüm.
[20:58:14	][IC] Rose Glass: Hay o adamın amına koyayım.
[20:58:15	][IT] Antuan Demiralev: Bir kağıt farkediyorsun
[20:58:20	][IC] Michael Ryan: Bende.
[20:58:20	][IC] Fyodor Tarkovsky: Hahh.
[20:58:20	][IC] Rose Glass: Yeter.
[20:58:21	]bquits created the character 'William Jackson'
[20:58:21	]bquits loaded the character 'William Jackson'
[20:58:21	]William Jackson has gained a 'Açık Gri Kol Bandı' #63527.
[20:58:21	]William Jackson has gained a '#72104 Kimlik Kartı' #63528.
[20:58:24	][IC] Rose Glass: Konuşmak istemiyorum.
[20:58:25	][IT] Antuan Demiralev: Depo şimdi, yanlız.
[20:58:26	][ME] Fyodor Tarkovsky: kağıdı alır ve okumaya başlar
[20:58:28	][IC] Rose Glass: Bulursam kafasına sıkacağım zaten.
[20:58:30	][IC] Michael Ryan: Bi sorunmu var?
[20:58:30	]William Jackson used command '/CharSetModel william models/wn/sectorial.mdl'.
[20:58:31	][IC] Rose Glass: Dur bekle.
[20:58:32	]William Jackson entered observer.
[20:58:36	]William Jackson ran SAM command 'goto' with arguments: 'maya'
[20:58:37	]William Jackson ran SAM command 'goto' with arguments: 'antuan'
[20:58:41	]Antuan Demiralev exited observer at their location.
[20:58:45	][IC] Rose Glass: Nası.
[20:58:45	][IC] Michael Ryan: A.
[20:58:46	]William Jackson exited observer at their location.
[20:58:46	][IC] Rose Glass: Kıyafet.
[20:58:47	][IC] Rose Glass: Haha.
[20:58:47	]Fyodor Tarkovsky entered observer.
[20:58:48	]Fyodor Tarkovsky exited observer at their location.
[20:58:49	]William Jackson has used a context menu option with the name: rb655_door_lock
[20:58:52	]Fyodor Tarkovsky entered observer.
[20:58:52	][IC] Michael Ryan: Bune amına koyayım.
[20:58:53	]Fyodor Tarkovsky exited observer at their location.
[20:58:58	][IC] Fyodor Tarkovsky: Ben!
[20:59:00	][W] William Jackson: Harekete geç!
[20:59:00	]Antuan Demiralev has used a context menu option with the name: door_lockunlock
[20:59:00	][IC] Fyodor Tarkovsky: Fyodor.
[20:59:03	][IC] Michael Ryan: Bunla şehire gitsen sivil korumaları keklersin.
[20:59:03	]William Jackson entered observer.
[20:59:09	]Fyodor Tarkovsky has used a context menu option with the name: rb655_door_lock
[20:59:10	][IC] Rose Glass: Yok bee.
[20:59:14	][IC] Antuan Demiralev: Kızını öldürmüşsün.
[20:59:15	]William Jackson has spawned a 'Entity [5888][pfx4_05]'.
[20:59:17	][IC] Antuan Demiralev: Adamın.
[20:59:17	][IC] Rose Glass: Şerefsizler her yerde kimlik soruyorlar.
[20:59:19	][IC] Fyodor Tarkovsky: ...
[20:59:22	][IC] Michael Ryan: O adamı sizdemi gördünüz niye bu kadar sinirlendin.
